,id,response,cand,question,knowledge,knowledge_ans,score
265,125,"i ' m not sure , but it ' s bordered by denmark , libya , morocco , and morocco .",denmark,What country borders the island?,"Algeria is bordered to the northeast by Tunisia, to the east by Libya, to the west by Morocco, to the southwest by the Western Saharan territory, Mauritania, and Mali, to the southeast by Niger, and to the north by the Mediterranean Sea.",[CLS],0.0
266,125,"i ' m not sure , but it ' s bordered by denmark , libya , morocco , and morocco .",libya,"Along with denmark and morocco, what country borders the island?","Algeria is bordered to the northeast by Tunisia, to the east by Libya, to the west by Morocco, to the southwest by the Western Saharan territory, Mauritania, and Mali, to the southeast by Niger, and to the north by the Mediterranean Sea.",[CLS],0.0
267,126,"i ' m not sure , but algeria is the capital and most populous city in the country .",algeria,What is the capital of the country?,"The capital and most populous city is Algiers, located in the far north of the country.",algiers,0.0
268,126,"i ' m not sure , but algeria is the capital and most populous city in the country .",the country,What is algeria the capital of?,"The capital and most populous city is Algiers, located in the far north of the country.",[CLS],0.0
269,127,"yes , they are known for their strong curved stance , strong legs , and clawed feet .",strong legs,What kind of legs are they known for?,"Characteristic features of parrots include a strong, curved bill, an upright stance, strong legs, and clawed zygodactyl feet.",strong,0.6666666666666666
270,127,"yes , they are known for their strong curved stance , strong legs , and clawed feet .",feet,What part of their body are clawed?,"Characteristic features of parrots include a strong, curved bill, an upright stance, strong legs, and clawed zygodactyl feet.",zygodactyl feet,0.6666666666666666
271,128,i agree . they are the world ' s largest automobile manufacturer .,NO_Q,NO_Q,"Honda was the eighth largest automobile manufacturer in the world behind Toyota, Volkswagen Group, Hyundai Motor Group, General Motors, Ford, Nissan, and Fiat Chrysler Automobiles in 2015.",NO_Q,-1.0
272,129,do you like van halen ? they were formed in 1965 .,1965,When were van halen formed?,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",1972,0.0
273,129,do you like van halen ? they were formed in 1965 .,van halen,What band was formed in 1965?,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",[CLS],0.0
274,130,the royal opera has been around for over 100 years .,over 100 years,How long has the royal opera been around?,The company employs approximately 100 dancers and has purpose built facilities within the Royal Opera House.,[CLS],0.0
275,130,the royal opera has been around for over 100 years .,the royal opera,What has been around for over 100 years?,The company employs approximately 100 dancers and has purpose built facilities within the Royal Opera House.,[CLS],0.0
276,131,"yes , they have fewer employees than two employees .",two,How many employees does a company have?,"Small businesses range from fifteen employees under the Australian ""Fair Work Act 2009"", fifty employees according to the definition used by the European Union, and fewer than five thousand employees, to qualify for many U.S. Small Business Administration programs.",fewer than five thousand employees,0.0
277,132,"i am not sure , but i do know that it has a stimulating effect on the caffeine .",a stimulating effect,What effect does caffeine have on the body?,Coffee is slightly acidic and has a stimulating effect on humans because of its caffeine content.,[CLS],0.0
278,132,"i am not sure , but i do know that it has a stimulating effect on the caffeine .",the caffeine,What does it have a stimulating effect on?,Coffee is slightly acidic and has a stimulating effect on humans because of its caffeine content.,humans,0.0
279,133,"i ' m not sure , but the chevy camaro was the most popular model in 1968 .",1968,In what year was the chevy camaro the most popular model?,Nova was the top model in the Chevy II lineup through 1968.,[CLS],0.0
280,133,"i ' m not sure , but the chevy camaro was the most popular model in 1968 .",the chevy camaro,What car was the most popular in 1968?,Nova was the top model in the Chevy II lineup through 1968.,[CLS] what car was the most popular in 1968?[SEP] nova,0.0
281,133,"i ' m not sure , but the chevy camaro was the most popular model in 1968 .",the most popular model,What was the chevy camaro in 1968?,Nova was the top model in the Chevy II lineup through 1968.,[CLS],0.0
282,134,"i am not sure , but i do know that immortality is also known as aging disease .",immortality,What is another name for aging disease?,"The absence of aging would provide humans with biological immortality, but not invulnerability to death by disease or physical trauma; although mind uploading could solve that issue if it proved possible.",[CLS],0.0
283,134,"i am not sure , but i do know that immortality is also known as aging disease .",aging disease,What is immortality also known as?,"The absence of aging would provide humans with biological immortality, but not invulnerability to death by disease or physical trauma; although mind uploading could solve that issue if it proved possible.",biological,0.0
284,135,"yes , polygamy is the practice of marrying for many reasons .",polygamy,What is the practice of marrying?,"Polygamy (from Late Greek , ""polygamía"", ""state of marriage to many spouses"") is the practice of marrying multiple spouses.",[CLS] what is the practice of marrying?[SEP] polygamy,0.25
285,135,"yes , polygamy is the practice of marrying for many reasons .",many reasons,For what reasons is polygamy used?,"Polygamy (from Late Greek , ""polygamía"", ""state of marriage to many spouses"") is the practice of marrying multiple spouses.","[CLS] for what reasons is polygamy used?[SEP] polygamy (from late greek , ""polygamia"", ""state of marriage to many spouses"") is the practice of marrying multiple spouses",0.15384615384615385
286,136,"woodstock is a music festival in the united states that has been around for over 400 , 000 years .",the united states,Woodstock is a music festival in what country?,"The Woodstock Music & Art Fair—informally, the Woodstock Festival or simply Woodstock— was a music festival in the United States in 1969 which attracted an audience of over 400,000.",united states,1.0
287,136,"woodstock is a music festival in the united states that has been around for over 400 , 000 years .",woodstock,What is the name of the music festival in the US?,"The Woodstock Music & Art Fair—informally, the Woodstock Festival or simply Woodstock— was a music festival in the United States in 1969 which attracted an audience of over 400,000.",the woodstock music & art fair,0.4
288,136,"woodstock is a music festival in the united states that has been around for over 400 , 000 years .",a music festival,What is woodstock?,"The Woodstock Music & Art Fair—informally, the Woodstock Festival or simply Woodstock— was a music festival in the United States in 1969 which attracted an audience of over 400,000.",a music festival,1.0
289,136,"woodstock is a music festival in the united states that has been around for over 400 , 000 years .","over 400 , 000 years",How long has woodstock been around?,"The Woodstock Music & Art Fair—informally, the Woodstock Festival or simply Woodstock— was a music festival in the United States in 1969 which attracted an audience of over 400,000.",[CLS],0.0
290,137,have you ever gone to the wind ? it ' s a 1939 american epic historical romance film directed by margaret mitchell .,1939,"When was the film ""Going to the Wind"" made?","Gone with the Wind is a 1939 American epic historical romance film, adapted from Margaret Mitchell's 1936 novel of the same name.",1939,1.0
291,137,have you ever gone to the wind ? it ' s a 1939 american epic historical romance film directed by margaret mitchell .,american,"What nationality was the film ""Going to the Wind""?","Gone with the Wind is a 1939 American epic historical romance film, adapted from Margaret Mitchell's 1936 novel of the same name.",american,1.0
292,137,have you ever gone to the wind ? it ' s a 1939 american epic historical romance film directed by margaret mitchell .,margaret mitchell,Who directed Go to the Wind?,"Gone with the Wind is a 1939 American epic historical romance film, adapted from Margaret Mitchell's 1936 novel of the same name.",[CLS],0.0
293,138,brunch is a form of alcoholic drink that originated in the late 19th century .,the late 19th century,When did brunch originate?,"Brunch is a combination of breakfast and lunch eaten usually during the late morning to early afternoon, generally served from 11am up to 3pm and regularly has some form of alcoholic drink (most usually champagne or a cocktail) served with it.",[CLS],0.0
294,138,brunch is a form of alcoholic drink that originated in the late 19th century .,brunch,What type of alcoholic drink originated in the late 19th century?,"Brunch is a combination of breakfast and lunch eaten usually during the late morning to early afternoon, generally served from 11am up to 3pm and regularly has some form of alcoholic drink (most usually champagne or a cocktail) served with it.",[CLS],0.0
295,138,brunch is a form of alcoholic drink that originated in the late 19th century .,alcoholic drink,What is brunch a form of?,"Brunch is a combination of breakfast and lunch eaten usually during the late morning to early afternoon, generally served from 11am up to 3pm and regularly has some form of alcoholic drink (most usually champagne or a cocktail) served with it.",breakfast and lunch,0.0
296,139,"yeah , it ' s funny that she ' s known as "" the press goddess "" .",she,Who is known as the press goddess?,"The press coined the term ""The Love Goddess"" to describe Hayworth after she had become the most glamorous screen idol of the 1940s.",[CLS],0.0
297,139,"yeah , it ' s funny that she ' s known as "" the press goddess "" .",the press goddess,It's funny that she's known as what?,"The press coined the term ""The Love Goddess"" to describe Hayworth after she had become the most glamorous screen idol of the 1940s.","""the love goddess""",0.5
298,140,"i ' m not sure , but i do know that it is based on the roman tradition of christianity .",the roman tradition,What is the christian tradition based on?,"Roman Catholics, Anglicans and Eastern Orthodox Christians stress the harmony and importance of the Bible and sacred tradition, while Protestant churches focus on the idea of ""sola scriptura"", or scripture alone.",the bible,0.0
299,140,"i ' m not sure , but i do know that it is based on the roman tradition of christianity .",christianity,What is the roman tradition of?,"Roman Catholics, Anglicans and Eastern Orthodox Christians stress the harmony and importance of the Bible and sacred tradition, while Protestant churches focus on the idea of ""sola scriptura"", or scripture alone.",[CLS],0.0
300,141,"i love them too ! they were originally called "" beatlemania "" .",""" beatlemania",What were they originally called?,"In 1963 their enormous popularity first emerged as ""Beatlemania""; as the group's music grew in sophistication, led by primary songwriters Lennon and McCartney, the band were integral to pop music's evolution into an art form and to the development of the counterculture of the 1960s.","""beatlemania"";",1.0
301,142,"i ' m not sure , but it ' s been around since the 17th century .",the 17th century,When was it first used?,"Although the etymology of the terms ""juggler"" and ""juggling"" in the sense of manipulating objects for entertainment originates as far back as the 11th century, the current sense of ""to juggle"", meaning ""to continually toss objects in the air and catch them"", originates from the late 19th century.","[CLS] when was it first used?[SEP] although the etymology of the terms ""juggler"" and ""juggling"" in the sense of manipulating objects for entertainment originates as far back as the 11th century, the current sense of ""to juggle"", meaning ""to continually toss objects in the air and catch them"", originates from the late 19th century",0.0425531914893617
302,143,"i ' m not sure , but i do know that the process of vegetation is unprotected .",the process,What part of vegetation is unprotected?,The lack of vegetation exposes the unprotected surface of the ground to the processes of denudation.,surface,0.0
303,143,"i ' m not sure , but i do know that the process of vegetation is unprotected .",vegetation,What process is unprotected?,The lack of vegetation exposes the unprotected surface of the ground to the processes of denudation.,[CLS],0.0
304,144,denmark is the capital of the kingdom of denmark .,denmark,What is the capital of denmark?,"Denmark (; , ), officially the Kingdom of Denmark, is a Nordic country and a sovereign state.",[CLS],0.0
305,144,denmark is the capital of the kingdom of denmark .,denmark,What is the capital of denmark?,"Denmark (; , ), officially the Kingdom of Denmark, is a Nordic country and a sovereign state.",[CLS],0.0
306,145,he wrote a lot of poetry . he wrote poetry in the 19th century .,the 19th century,When did he write poetry?,"He contributed to ""The Daily Telegraph"" as its jazz critic from 1961 to 1971, articles gathered in ""All What Jazz: A Record Diary 1961–71"" (1985), and he edited ""The Oxford Book of Twentieth Century English Verse"" (1973).",[CLS],0.0
307,145,he wrote a lot of poetry . he wrote poetry in the 19th century .,he,Who wrote a lot of poetry?,"He contributed to ""The Daily Telegraph"" as its jazz critic from 1961 to 1971, articles gathered in ""All What Jazz: A Record Diary 1961–71"" (1985), and he edited ""The Oxford Book of Twentieth Century English Verse"" (1973).",[CLS],0.0
308,145,he wrote a lot of poetry . he wrote poetry in the 19th century .,a lot,How much poetry did he write?,"He contributed to ""The Daily Telegraph"" as its jazz critic from 1961 to 1971, articles gathered in ""All What Jazz: A Record Diary 1961–71"" (1985), and he edited ""The Oxford Book of Twentieth Century English Verse"" (1973).",[CLS],0.0
309,145,he wrote a lot of poetry . he wrote poetry in the 19th century .,poetry,What type of work did he write in the 19th century?,"He contributed to ""The Daily Telegraph"" as its jazz critic from 1961 to 1971, articles gathered in ""All What Jazz: A Record Diary 1961–71"" (1985), and he edited ""The Oxford Book of Twentieth Century English Verse"" (1973).",[CLS],0.0
310,146,"well , the first championship was founded in 1935 .",first,What championship was founded in 1935?,The English championship became the first national competition in 1876 and the International Cross Country Championships was held for the first time in 1903.,[CLS],0.0
311,146,"well , the first championship was founded in 1935 .",1935,When was the first championship founded?,The English championship became the first national competition in 1876 and the International Cross Country Championships was held for the first time in 1903.,1876,0.0
312,146,"well , the first championship was founded in 1935 .",the first championship,What was founded in 1935?,The English championship became the first national competition in 1876 and the International Cross Country Championships was held for the first time in 1903.,[CLS],0.0
313,147,i would love to visit canada . it is the capital and largest city in canada .,canada,What is the capital of canada?,"Its capital is Ottawa, and its three largest metropolitan areas are Toronto, Montreal, and Vancouver.",ottawa,0.0
314,147,i would love to visit canada . it is the capital and largest city in canada .,canada,What is the capital of canada?,"Its capital is Ottawa, and its three largest metropolitan areas are Toronto, Montreal, and Vancouver.",ottawa,0.0
315,148,hockey is a team sport played against two players .,two,Hockey is played against how many players?,Hockey is a sport in which two teams play against each other by trying to maneuver a ball or a puck into the opponent's goal using a hockey stick.,two,1.0
316,148,hockey is a team sport played against two players .,hockey,What is a team sport played against two players?,Hockey is a sport in which two teams play against each other by trying to maneuver a ball or a puck into the opponent's goal using a hockey stick.,[CLS],0.0
317,148,hockey is a team sport played against two players .,a team sport,What type of sport is hockey?,Hockey is a sport in which two teams play against each other by trying to maneuver a ball or a puck into the opponent's goal using a hockey stick.,a sport in which two teams play against each other,0.2
318,149,"i ' m not sure , but i do know that there are a variety of countries in canada , australia and chile .",canada,"Along with australia and chile, what country has a variety of countries?","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",[CLS],0.0
319,149,"i ' m not sure , but i do know that there are a variety of countries in canada , australia and chile .",australia,"Along with canada and chile, what country has a variety of countries?","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",argentina,0.0
320,149,"i ' m not sure , but i do know that there are a variety of countries in canada , australia and chile .",a variety,"How many countries are there in canada, australia, and Chile?","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",[CLS],0.0
321,149,"i ' m not sure , but i do know that there are a variety of countries in canada , australia and chile .",countries,"Canadian, australian, and chile are examples of what?","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",[CLS],0.0
322,149,"i ' m not sure , but i do know that there are a variety of countries in canada , australia and chile .",chile,"Along with canada and australia, what country has a variety of countries?","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",[CLS],0.0
