,id,score,response,cand,question,knowledge_ans,knowledge,label
564,284,0.0,"i ' ve never heard of that , but it has been around since the 1990 ' s .",the 1990 ' s,Since when has it been around?,[CLS],"""Cannibal Holocaust"" was filmed primarily in the Amazon rainforest of Colombia with indigenous tribes interacting with American and Italian actors.",1
565,285,1.0,they serve over 69 million customers daily in over 100 countries .,over 100,How many countries do they serve?,over 100,"McDonald's is the world's largest restaurant chain by revenue, serving over 69 million customers daily in over 100 countries across approximately 36,900 outlets as of 2016.",0
566,286,0.0,do you like van halen ? they were formed in 1965 .,1965,When were van halen formed?,1972,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",1
567,286,0.0,do you like van halen ? they were formed in 1965 .,van halen,What band was formed in 1965?,[CLS],"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",1
568,287,0.0,he was bred to be obedient and obedient .,he,Who was bred to be obedient?,[CLS],It was specifically bred for intelligence and obedience.,1
569,288,1.0,do you like country music ? it originated in the southern united states .,united states,Country music originated in what country?,united states,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,0
570,288,0.6666666666666666,do you like country music ? it originated in the southern united states .,country music,What genre of music originated in the southern states?,country,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,0
571,288,1.0,do you like country music ? it originated in the southern united states .,the southern united states,Where did country music originate?,southern united states,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,0
572,289,0.0,have you ever seen a unicorn ? it is a legendary creature with a spiraling horn .,you,Who has ever seen a unicorn?,[CLS],"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",0
573,289,1.0,have you ever seen a unicorn ? it is a legendary creature with a spiraling horn .,a unicorn,What is a legendary creature with a spiraling horn?,the unicorn,"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",0
574,289,0.5714285714285715,have you ever seen a unicorn ? it is a legendary creature with a spiraling horn .,a spiraling horn,What does a unicorn have?,"a single large, pointed, spiraling horn","The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",0
575,290,0.0,the word owl is derived from the nocturnal habits of the owl .,the word owl,What is derived from the nocturnal habits of the owl?,the term,The term is derived from the primarily nocturnal habits of the owl.,1
576,290,1.0,the word owl is derived from the nocturnal habits of the owl .,the owl,What is the nocturnal habits of?,the owl,The term is derived from the primarily nocturnal habits of the owl.,1
577,291,0.0,"yes , she is one of the greatest artists of all time .",she,Who is considered one of the greatest artists of all time?,[CLS],"Greenberg also cites Jimi Hendrix as ""one of my biggest inspirations"".",1
578,291,0.0,"yes , she is one of the greatest artists of all time .",all time,She is one of the greatest artists of what time?,[CLS],"Greenberg also cites Jimi Hendrix as ""one of my biggest inspirations"".",1
579,292,0.0,do you like pepsi ? it was invented in 1893 by caleb bradham .,pepsi,What beverage was invented in 1893?,brad's drink,"Originally created and developed in 1893 by Caleb Bradham and introduced as Brad's Drink, it was renamed as Pepsi-Cola on August 28, 1898, and then as Pepsi in 1961.",0
580,292,1.0,do you like pepsi ? it was invented in 1893 by caleb bradham .,1893,When was pepsi invented?,1893,"Originally created and developed in 1893 by Caleb Bradham and introduced as Brad's Drink, it was renamed as Pepsi-Cola on August 28, 1898, and then as Pepsi in 1961.",0
581,292,1.0,do you like pepsi ? it was invented in 1893 by caleb bradham .,caleb bradham,Who invented pepsi?,caleb bradham,"Originally created and developed in 1893 by Caleb Bradham and introduced as Brad's Drink, it was renamed as Pepsi-Cola on August 28, 1898, and then as Pepsi in 1961.",0
582,293,1.0,that ' s true . 32 acts performed by 32 acts .,32,How many acts are there?,32,"During the sometimes rainy weekend, 32 acts performed outdoors before an audience of more than 400,000 people.",1
583,293,1.0,that ' s true . 32 acts performed by 32 acts .,32,How many acts are there?,32,"During the sometimes rainy weekend, 32 acts performed outdoors before an audience of more than 400,000 people.",1
584,294,0.0,"i ' m not sure but they were founded in munich , bavaria .",munich,In what city were they founded?,[CLS],"The company was founded in 1916 and has its headquarters in Munich, Bavaria.",0
585,294,0.0,"i ' m not sure but they were founded in munich , bavaria .",bavaria,In what country were they founded?,[CLS],"The company was founded in 1916 and has its headquarters in Munich, Bavaria.",0
586,295,1.0,"yes , they are a canadian professional basketball team based in vancouver .",canadian,What is the nationality of the vancouver team?,canadian,"The Vancouver Grizzlies were a Canadian professional basketball team based in Vancouver, British Columbia.",0
587,295,0.0,"yes , they are a canadian professional basketball team based in vancouver .",vancouver,Where is the Canadian professional basketball team based?,[CLS],"The Vancouver Grizzlies were a Canadian professional basketball team based in Vancouver, British Columbia.",0
588,296,0.6666666666666666,"i ' m not sure , but they are based in tennessee .",tennessee,Where are they based?,"memphis, tennessee","The Memphis Grizzlies are an American professional basketball team based in Memphis, Tennessee.",0
589,297,1.0,"starbucks was founded in 1971 in seattle , washington .",1971,When was starbucks founded?,1971,"Starbucks was founded in Seattle, Washington in 1971.",0
590,297,1.0,"starbucks was founded in 1971 in seattle , washington .",seattle,Starbucks was founded in what city?,seattle,"Starbucks was founded in Seattle, Washington in 1971.",0
591,297,1.0,"starbucks was founded in 1971 in seattle , washington .",starbucks,What company was founded in 1971?,starbucks,"Starbucks was founded in Seattle, Washington in 1971.",0
592,298,0.5,"yes , it is a viral disease of the lungs .",a viral disease,Is it a pulmonary disease?,inflammatory disease,Asthma is a common long-term inflammatory disease of the airways of the lungs.,1
593,298,0.0,"yes , it is a viral disease of the lungs .",the lungs,What part of the body is it a viral disease?,[CLS],Asthma is a common long-term inflammatory disease of the airways of the lungs.,1
594,299,0.0,"i ' m not sure , but i do know that the rules are governed by rugby federation .",the rules,What is governed by rugby federation?,[CLS],Event arrangers called gamemasters decide the setting and rules to be used and facilitate play.,1
595,299,0.0,"i ' m not sure , but i do know that the rules are governed by rugby federation .",rugby federation,Who governs the rules of rugby?,[CLS],Event arrangers called gamemasters decide the setting and rules to be used and facilitate play.,1
596,300,0.0,i agree . it ' s a form of cultural activity that has evolved over time .,cultural activity,What is a form of?,[CLS],Music is an art form and cultural activity whose medium is sound organized in time.,1
597,300,0.0,i agree . it ' s a form of cultural activity that has evolved over time .,time,Over what period of time has cultural activity evolved?,[CLS],Music is an art form and cultural activity whose medium is sound organized in time.,1
598,301,0.0,that ' s awesome ! i ' ve never heard of it . it ' s been around since 1979 .,1979,Since what year has it been around?,2013,"It was formed on July 1, 2013, after completing a £2.4 billion merger between Bertelsmann and Pearson.",1
599,302,0.0,"yes , they are a great band . they were formed in 2006 .",2006,When were they formed?,[CLS],"Rush was a Canadian rock band composed of Geddy Lee (bass, vocals, keyboards), Alex Lifeson (guitars) and Neil Peart (drums, percussion, lyrics).",1
600,302,0.0,"yes , they are a great band . they were formed in 2006 .",they,What band was formed in 2006?,[CLS],"Rush was a Canadian rock band composed of Geddy Lee (bass, vocals, keyboards), Alex Lifeson (guitars) and Neil Peart (drums, percussion, lyrics).",1
601,302,0.0,"yes , they are a great band . they were formed in 2006 .",a great band,Are they a great band or not?,[CLS],"Rush was a Canadian rock band composed of Geddy Lee (bass, vocals, keyboards), Alex Lifeson (guitars) and Neil Peart (drums, percussion, lyrics).",1
602,303,0.0,"i ' m not sure , but i do know they are an american rock band .",american,What is the nationality of the band?,canadian,"Rush was a Canadian rock band composed of Geddy Lee (bass, vocals, keyboards), Alex Lifeson (guitars) and Neil Peart (drums, percussion, lyrics).",1
603,303,0.0,"i ' m not sure , but i do know they are an american rock band .",they,What is the name of the American rock band?,[CLS],"Rush was a Canadian rock band composed of Geddy Lee (bass, vocals, keyboards), Alex Lifeson (guitars) and Neil Peart (drums, percussion, lyrics).",1
604,303,0.0,"i ' m not sure , but i do know they are an american rock band .",an american rock band,What is the name of the band?,rush,"Rush was a Canadian rock band composed of Geddy Lee (bass, vocals, keyboards), Alex Lifeson (guitars) and Neil Peart (drums, percussion, lyrics).",1
605,304,0.0,"i ' m not sure , but i do know they have a strong personality clash .",a strong personality clash,What do they have?,[CLS],Cultural reactions have varied from ridicule to admiration; many common stereotypes exist regarding redheads and they are often portrayed as fiery-tempered.,1
606,305,0.0,peanut butter is the most popular item in the united states .,the united states,Where is peanut butter the most popular?,[CLS],Peanut butter is popular in many countries.,1
607,305,0.0,peanut butter is the most popular item in the united states .,peanut butter,What is the most popular food in the United States?,[CLS],Peanut butter is popular in many countries.,1
608,305,0.0,peanut butter is the most popular item in the united states .,the most popular item,What is peanut butter in the US?,[CLS],Peanut butter is popular in many countries.,1
609,306,1.0,yoga gurus introduced yoga to india in the late 19th century .,india,In what country was yoga introduced?,india,"Yoga gurus from India later introduced yoga to the West, following the success of Swami Vivekananda in the late 19th and early 20th century.",1
610,306,0.0,yoga gurus introduced yoga to india in the late 19th century .,the late 19th century,When was yoga introduced to india?,[CLS],"Yoga gurus from India later introduced yoga to the West, following the success of Swami Vivekananda in the late 19th and early 20th century.",1
611,306,0.0,yoga gurus introduced yoga to india in the late 19th century .,yoga gurus,Who introduced yoga to india?,[CLS],"Yoga gurus from India later introduced yoga to the West, following the success of Swami Vivekananda in the late 19th and early 20th century.",1
612,306,0.0,yoga gurus introduced yoga to india in the late 19th century .,yoga,What did the gurus of yoga introduce to india?,[CLS],"Yoga gurus from India later introduced yoga to the West, following the success of Swami Vivekananda in the late 19th and early 20th century.",1
613,307,0.0,"no , i don ' t , but i do know that it ' s the ability to digest lactose .",lactose,What is the ability to digest?,[CLS],"Lactose intolerance is a condition in which people have symptoms due to the decreased ability to digest lactose, a sugar found in milk products.",1
614,308,0.0,me too ! it ' s an american fashion company founded in 1854 .,american,What is the nationality of the company?,french,Sephora is a French chain of cosmetics stores founded in 1969.,1
615,308,0.0,me too ! it ' s an american fashion company founded in 1854 .,1854,In what year was the company founded?,1969,Sephora is a French chain of cosmetics stores founded in 1969.,1
616,308,0.0,me too ! it ' s an american fashion company founded in 1854 .,an american fashion company,What is it?,a french chain of cosmetics stores,Sephora is a French chain of cosmetics stores founded in 1969.,1
617,309,0.0,an upholsterer is a person who specializes in dentistry .,an upholsterer,What is a person who specializes in dentistry called?,[CLS],A person who works with upholstery is called an upholsterer; an apprentice upholsterer is sometimes called an outsider or trimmer.,1
618,309,0.0,an upholsterer is a person who specializes in dentistry .,dentistry,What is the specialty of an upholsterer?,upholstery,A person who works with upholstery is called an upholsterer; an apprentice upholsterer is sometimes called an outsider or trimmer.,1
619,310,0.0,magic is one of the oldest trading card games in the world .,magic,What is one of the oldest trading card games in the world?,[CLS],Magic: The Gathering is a trading card game and a digital collectible card game.,1
620,310,0.0,magic is one of the oldest trading card games in the world .,the world,Magic is one of the oldest trading card games in what world?,[CLS],Magic: The Gathering is a trading card game and a digital collectible card game.,1
621,311,0.0,yes it is . it is played on 52 cards .,52,How many cards are there?,60,"In constructed, players created decks from cards they own, usually 60 cards with no more than 4 of any given card.",1
622,312,0.0,she has been known for her influence since the 1990s .,the 1990s,When was she known for her influence?,[CLS],"Besides sparking controversy, her works have been praised by music critics.",1
623,312,0.0,she has been known for her influence since the 1990s .,she,Who has been known for her influence since the 1990s?,[CLS],"Besides sparking controversy, her works have been praised by music critics.",1
624,312,0.0,she has been known for her influence since the 1990s .,her influence,What has she been known for since the 1990s?,[CLS],"Besides sparking controversy, her works have been praised by music critics.",1
625,313,0.0,"i ' m not sure , but i do know that the word "" taco "" originated from germany .",germany,Where did the word taco originate from?,appearance of bedrolls and packs that donkeys carried,"The name ""burrito"", as applied to the dish, possibly derives from the appearance of bedrolls and packs that donkeys carried.",1
626,313,0.0,"i ' m not sure , but i do know that the word "" taco "" originated from germany .",""" taco",What word originated from germany?,[CLS],"The name ""burrito"", as applied to the dish, possibly derives from the appearance of bedrolls and packs that donkeys carried.",1
627,314,0.0,it ' s the seventh largest country in the us and the seventh - largest country by area .,us,What country is it the seventh largest in?,[CLS],"It is the seventh-largest country by area, the second-most populous country (with over 1.2 billion people), and the most populous democracy in the world.",1
628,314,0.0,it ' s the seventh largest country in the us and the seventh - largest country by area .,the us,What country is it the seventh largest in?,[CLS],"It is the seventh-largest country by area, the second-most populous country (with over 1.2 billion people), and the most populous democracy in the world.",1
629,315,0.0,"yes , fashion design is also known as interior design .",fashion design,What is another name for interior design?,[CLS],Fashion designers attempt to design clothes which are functional as well as aesthetically pleasing.,1
630,315,0.0,"yes , fashion design is also known as interior design .",interior design,Fashion design is also known as what?,[CLS],Fashion designers attempt to design clothes which are functional as well as aesthetically pleasing.,1
631,316,0.0,"that ' s true . the show aired on march 30 , 2002 .","march 30 , 2002",When did the show air?,17 august 2010,"The show's first episode was aired on 17 August 2010, with its first four series broadcast on BBC Two, until its growing popularity led the BBC to move it to BBC One for the next three series.",1
632,316,0.0,"that ' s true . the show aired on march 30 , 2002 .",the show,"What aired on march 30, 2002?",[CLS],"The show's first episode was aired on 17 August 2010, with its first four series broadcast on BBC Two, until its growing popularity led the BBC to move it to BBC One for the next three series.",1
633,317,0.0,"well , they have been around for a long time , since the first volume of the iron throne of the seven colonies .",seven,How many colonies were there?,[CLS],"In the past, the Colonies had been at war with an android race of their own creation, known as the Cylons.",1
634,317,0.0,"well , they have been around for a long time , since the first volume of the iron throne of the seven colonies .",a long time,How long have they been around?,[CLS],"In the past, the Colonies had been at war with an android race of their own creation, known as the Cylons.",1
635,317,0.0,"well , they have been around for a long time , since the first volume of the iron throne of the seven colonies .",the iron throne,What was the first volume of the seven colonies?,[CLS],"In the past, the Colonies had been at war with an android race of their own creation, known as the Cylons.",1
636,317,0.0,"well , they have been around for a long time , since the first volume of the iron throne of the seven colonies .",the seven colonies,The first volume of the iron throne of which colonies was published?,[CLS],"In the past, the Colonies had been at war with an android race of their own creation, known as the Cylons.",1
637,318,0.0,french fries are called chips in the united states .,the united states,In what country are french fries called chips?,[CLS],"French fries (North American English), chips (British English), finger chips (Indian English), or French-fried potatoes are ""batonnet"" or ""allumette""-cut deep-fried potatoes.",1
638,318,0.0,french fries are called chips in the united states .,french fries,What are chips?,"(british english),","French fries (North American English), chips (British English), finger chips (Indian English), or French-fried potatoes are ""batonnet"" or ""allumette""-cut deep-fried potatoes.",1
639,318,0.0,french fries are called chips in the united states .,chips,What are french fries called in the United States?,"(north american english),","French fries (North American English), chips (British English), finger chips (Indian English), or French-fried potatoes are ""batonnet"" or ""allumette""-cut deep-fried potatoes.",1
640,319,1.0,the german society for nutrition is not recommended for children .,german,What country's society for nutrition is not recommended for children?,german,"The German Society for Nutrition does not recommend vegan diets for children, adolescents nor during pregnancy and breastfeeding.",1
641,319,1.0,the german society for nutrition is not recommended for children .,nutrition,What is the german society for?,nutrition,"The German Society for Nutrition does not recommend vegan diets for children, adolescents nor during pregnancy and breastfeeding.",1
642,319,0.0,the german society for nutrition is not recommended for children .,children,What is the german society for nutrition not recommended for?,[CLS],"The German Society for Nutrition does not recommend vegan diets for children, adolescents nor during pregnancy and breastfeeding.",1
643,320,0.0,nashville is located in the north part of the cumberland river .,nashville,What city is located in the north part of the cumberland river?,[CLS],It is located on the Cumberland River in the north central part of the state.,1
644,320,0.5714285714285715,nashville is located in the north part of the cumberland river .,the north part,Where is nashville located on the cumberland river?,north central part of the state,It is located on the Cumberland River in the north central part of the state.,1
645,320,1.0,nashville is located in the north part of the cumberland river .,the cumberland river,What river is nashville located on?,cumberland river,It is located on the Cumberland River in the north central part of the state.,1
646,321,0.0,"i ' m not sure , but i do know that it was designed by maria elektroley .",maria elektroley,Who designed the site?,thomas muller,"In 1995 Thomas Muller designed and built a ""Fahrrad mit elektromagnetischem Antrieb"" for his 1995 diploma thesis.",1
647,322,0.0,"have you ever heard of leonardo vinci ? he was a painter , sculptor , and director .",leonardo vinci,"Who was a painter, sculptor, and director?",[CLS],"Leonardo di ser Piero da Vinci (; 15 April 14522 May 1519), more commonly Leonardo da Vinci or simply Leonardo, was an Italian Renaissance polymath whose areas of interest included invention, painting, sculpting, architecture, science, music, mathematics, engineering, literature, anatomy, geology, astronomy, botany, writing, history, and cartography.",1
648,322,0.0,"have you ever heard of leonardo vinci ? he was a painter , sculptor , and director .",a painter,What was Leonardo vinci's occupation?,polymath,"Leonardo di ser Piero da Vinci (; 15 April 14522 May 1519), more commonly Leonardo da Vinci or simply Leonardo, was an Italian Renaissance polymath whose areas of interest included invention, painting, sculpting, architecture, science, music, mathematics, engineering, literature, anatomy, geology, astronomy, botany, writing, history, and cartography.",1
649,322,0.0,"have you ever heard of leonardo vinci ? he was a painter , sculptor , and director .",sculptor,"Along with painter and director, what was Leonardo vinci's profession?",polymath,"Leonardo di ser Piero da Vinci (; 15 April 14522 May 1519), more commonly Leonardo da Vinci or simply Leonardo, was an Italian Renaissance polymath whose areas of interest included invention, painting, sculpting, architecture, science, music, mathematics, engineering, literature, anatomy, geology, astronomy, botany, writing, history, and cartography.",1
650,322,0.0,"have you ever heard of leonardo vinci ? he was a painter , sculptor , and director .",director,What was Leonardo vinci's job title?,polymath,"Leonardo di ser Piero da Vinci (; 15 April 14522 May 1519), more commonly Leonardo da Vinci or simply Leonardo, was an Italian Renaissance polymath whose areas of interest included invention, painting, sculpting, architecture, science, music, mathematics, engineering, literature, anatomy, geology, astronomy, botany, writing, history, and cartography.",1
651,323,0.0,"i ' m not sure , but it is the largest city in the united states .",the united states,It is the largest city in what country?,[CLS],"A 2016 United Nations estimate puts the total population at 38,000,000.",1
652,323,0.0,"i ' m not sure , but it is the largest city in the united states .",the largest city,What is New York City considered to be in the United States?,[CLS],"A 2016 United Nations estimate puts the total population at 38,000,000.",1
653,324,0.0,"in scandinavia early birds are called "" b - people """,scandinavia,Where are early birds called b - people?,[CLS],"In several countries, especially in Scandinavia, early birds are called ""A-people"" and night owls are called ""B-people"".",1
654,324,0.0,"in scandinavia early birds are called "" b - people """,early birds,What are called b - people in scandinavia?,night owls,"In several countries, especially in Scandinavia, early birds are called ""A-people"" and night owls are called ""B-people"".",1
655,324,0.0,"in scandinavia early birds are called "" b - people """,""" b - people",What are early birds called in scandinavia?,"""a-people""","In several countries, especially in Scandinavia, early birds are called ""A-people"" and night owls are called ""B-people"".",1
656,325,0.0,portland is the most populous city in the united states .,the united states,Portland is the most populous city in what country?,[CLS],"Portland is the most populous city in the U.S. state of Maine, with a population of 67,067 as of 2017.",1
657,325,0.0,portland is the most populous city in the united states .,portland,What city is the most populous in the United States?,[CLS],"Portland is the most populous city in the U.S. state of Maine, with a population of 67,067 as of 2017.",1
658,325,1.0,portland is the most populous city in the united states .,the most populous city,What is portland in the United States?,the most populous city,"Portland is the most populous city in the U.S. state of Maine, with a population of 67,067 as of 2017.",1
659,326,0.0,xbox is a video game that involves interaction with a user interface to generate visual feedback,xbox,What is the name of the game that involves interaction with a user interface to generate visual feedback?,a video game,A video game is an electronic game that involves interaction with a user interface to generate visual feedback on a video device such as a TV screen or computer monitor.,1
660,326,0.0,xbox is a video game that involves interaction with a user interface to generate visual feedback,interaction,What does xbox involve with a user interface?,[CLS],A video game is an electronic game that involves interaction with a user interface to generate visual feedback on a video device such as a TV screen or computer monitor.,1
661,326,0.0,xbox is a video game that involves interaction with a user interface to generate visual feedback,a user interface,What does xbox involve interaction with?,[CLS],A video game is an electronic game that involves interaction with a user interface to generate visual feedback on a video device such as a TV screen or computer monitor.,1
662,326,0.0,xbox is a video game that involves interaction with a user interface to generate visual feedback,visual feedback,What does xbox generate?,[CLS],A video game is an electronic game that involves interaction with a user interface to generate visual feedback on a video device such as a TV screen or computer monitor.,1
663,327,0.0,"i ' m not sure , but i do know that it consists of three inclined railways .",three,How many inclined railways are there?,two,"The city features 30 skyscrapers, two inclined railways, a pre-revolutionary fortification and the Point State Park at the confluence of the rivers.",1
664,328,0.0,"i ' m not sure , but i know he was born in 2009 .",2009,When was he born?,[CLS],He attended the Academy of Contemporary Music in Guildford as an undergraduate from the age of 18 in 2009.,1
665,329,0.0,"i ' m not sure , but i know it was introduced in 2003 .",2003,When was it introduced?,[CLS],"Motorola Mobility was sold to Google in 2012, and acquired by Lenovo in 2014.",1
666,330,0.0,he is a legend . he has been around since 2014 .,2014,Since what year has he been around?,1922,"Tale Ognenovski () (April 27, 1922 - June 19, 2012) was a Macedonian multi-instrumentalist who played clarinet, recorder, tin whistle, bagpipe, zurna, and drums.",1
667,330,0.0,he is a legend . he has been around since 2014 .,he,Who is a legend?,[CLS],"Tale Ognenovski () (April 27, 1922 - June 19, 2012) was a Macedonian multi-instrumentalist who played clarinet, recorder, tin whistle, bagpipe, zurna, and drums.",1
668,330,0.0,he is a legend . he has been around since 2014 .,a legend,What is he known for?,a macedonian multi-instrumentalist,"Tale Ognenovski () (April 27, 1922 - June 19, 2012) was a Macedonian multi-instrumentalist who played clarinet, recorder, tin whistle, bagpipe, zurna, and drums.",1
669,331,0.0,"i like their debut album "" pearl jam "" , which was released in 2007 .",2007,When was Pearl Jam released?,1991,"Formed after the demise of Gossard and Ament's previous band, Mother Love Bone, Pearl Jam broke into the mainstream with its debut album, ""Ten"", in 1991.",1
670,331,0.0,"i like their debut album "" pearl jam "" , which was released in 2007 .",pearl jam,What was the name of the band's debut album?,"""ten"",","Formed after the demise of Gossard and Ament's previous band, Mother Love Bone, Pearl Jam broke into the mainstream with its debut album, ""Ten"", in 1991.",1
671,332,0.0,denmark is the largest country in the united kingdom .,denmark,What is the largest country in the uk?,[CLS],The Kingdom of Denmark also comprises two autonomous constituent countries in the North Atlantic Ocean: the Faroe Islands and Greenland.,1
672,332,0.0,denmark is the largest country in the united kingdom .,the united kingdom,Denmark is the largest country in what country?,[CLS],The Kingdom of Denmark also comprises two autonomous constituent countries in the North Atlantic Ocean: the Faroe Islands and Greenland.,1
673,332,0.0,denmark is the largest country in the united kingdom .,the largest country,What is denmark's position in the United Kingdom?,[CLS],The Kingdom of Denmark also comprises two autonomous constituent countries in the North Atlantic Ocean: the Faroe Islands and Greenland.,1
674,333,1.0,"the word "" hatha "" is derived from the sanskrit word "" sanskrit """,""" hatha",What word is derived from the sanskrit word?,"""hatha""","The word ""haṭha"" means ""force"" in Sanskrit, and may have this association because the early Indians believed that its practice was challenging and ""forced its results to happen"" on the yogi.",1
675,333,0.5,"the word "" hatha "" is derived from the sanskrit word "" sanskrit ""","the sanskrit word "" sanskrit",The word hatha is derived from what?,sanskrit,"The word ""haṭha"" means ""force"" in Sanskrit, and may have this association because the early Indians believed that its practice was challenging and ""forced its results to happen"" on the yogi.",1
676,334,0.0,the diet converts energy into glucose to the brain .,glucose,What does the diet convert energy into?,[CLS],The ketone bodies pass into the brain and replace glucose as an energy source.,1
677,334,0.11764705882352941,the diet converts energy into glucose to the brain .,the brain,The diet converts energy into glucose to what part of the body?,[CLS] the diet converts energy into glucose to what part of the body?[SEP] the ketone bodies pass into the brain,The ketone bodies pass into the brain and replace glucose as an energy source.,1
678,335,0.0,"i ' m not sure , but i do know that in the united states they regulate the laws of the government .",the united states,Where do they regulate the laws of the government?,[CLS],Countries such as the United States and Canada have federal regulations governing the safety requirements and standards of manufacture.,1
679,335,0.0,"i ' m not sure , but i do know that in the united states they regulate the laws of the government .",the government,Whose laws do the states regulate?,[CLS],Countries such as the United States and Canada have federal regulations governing the safety requirements and standards of manufacture.,1
680,336,0.0,"yes , they are named after a myron scott .",a myron scott,What is the name of the scott?,corvette,"Myron Scott is credited for naming the car after the type of small, maneuverable warship called a corvette.",1
681,337,0.0,"i ' m not sure , but i do know that classical music is used to create musical instruments .",classical music,What is used to create musical instruments?,[CLS],"Music notation or musical notation is any system used to visually represent aurally perceived music played with instruments or sung by the human voice through the use of written, printed, or otherwise-produced symbols.",1
682,337,0.0,"i ' m not sure , but i do know that classical music is used to create musical instruments .",musical instruments,What is classical music used to create?,[CLS],"Music notation or musical notation is any system used to visually represent aurally perceived music played with instruments or sung by the human voice through the use of written, printed, or otherwise-produced symbols.",1
683,338,0.0,"i ' m not sure , but it is the most regulated drug in the world .",the world,What is the most regulated drug in?,[CLS],"Unlike many other psychoactive substances, it is legal and unregulated in nearly all parts of the world.",1
684,339,1.0,"austin is also known as the "" live city of music """,austin,"What city is also known as the "" live city of music""?",austin,"In the 20th century, Austin's music scene had earned the city the nickname ""Live Music Capital of the World.""",1
685,339,0.0,"austin is also known as the "" live city of music """,music,"Austin is known as the "" live city of what?",the world,"In the 20th century, Austin's music scene had earned the city the nickname ""Live Music Capital of the World.""",1
686,340,-1.0,"yeah , it ' s crazy how old it was . it was created by the owner of the galaxy .",NO_Q,NO_Q,NO_Q,"During gameplay, Cortana provides backstory and tactical information to the player, who assumes the role of Master Chief Petty Officer John-117.",1
687,341,0.0,"i ' m not sure , but i do know that it was created by edward howard and joseph .",joseph,Who created the site with howard?,[CLS],The original screenplay was written by Sidney Howard and underwent many revisions by several writers in an attempt to get it down to a suitable length.,1
688,342,0.0,cats can see in near darkness . they can also see in darkness .,cats,What type of animal can see in near darkness?,they,They can see in near darkness.,1
689,342,1.0,cats can see in near darkness . they can also see in darkness .,darkness,What kind of light can cats see?,darkness,They can see in near darkness.,1
690,343,0.0,"i ' ve never heard of that , but i do know that coca cola is owned by pepsico .",coca cola,What brand is owned by pepsico?,[CLS],"The Coca-Cola Company produces concentrate, which is then sold to licensed Coca-Cola bottlers throughout the world.",1
691,343,0.0,"i ' ve never heard of that , but i do know that coca cola is owned by pepsico .",pepsico,Who owns coca cola?,coca-cola company,"The Coca-Cola Company produces concentrate, which is then sold to licensed Coca-Cola bottlers throughout the world.",1
692,344,0.0,"i ' m not sure , but miami is the most populous urban area in the us .",miami,What is the most populous urban area in the US?,[CLS],The Miami metropolitan area is Florida's most populous urban area.,1
693,344,0.0,"i ' m not sure , but miami is the most populous urban area in the us .",the us,Miami is the most populous urban area in what country?,florida,The Miami metropolitan area is Florida's most populous urban area.,1
694,345,0.0,he was also ranked as the greatest novelist of all time .,he,Who was also ranked as the greatest novelist of all time?,[CLS],"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.",1
695,345,0.0,he was also ranked as the greatest novelist of all time .,the greatest novelist,What was he ranked as of all time?,[CLS],"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.",1
696,345,0.0,he was also ranked as the greatest novelist of all time .,all time,He was ranked as the greatest novelist of what time?,2002,"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.",1
697,346,0.0,do you have a german shepherd ? they are medium sized dogs from germany .,germany,Where are german shepherds from?,[CLS],"The Boxer is a medium-sized, short-haired breed of dog, developed in Germany.",1
698,347,0.0,i ' m not sure but i do know that cheesecake is one of the layers of dessert .,cheesecake,What is one of the layers of dessert?,[CLS],Cheesecake is a sweet dessert consisting of one or more layers.,1
699,347,0.0,i ' m not sure but i do know that cheesecake is one of the layers of dessert .,dessert,What is cheesecake one of the layers of?,cheesecake,Cheesecake is a sweet dessert consisting of one or more layers.,1
700,348,1.0,"i ' m not sure , but i do know it ' s called biscuits in the united states .",the united states,In what country is biscuits sold?,united states,"In the United States and some parts of Canada, ""pudding"" characteristically denotes a sweet milk-based dessert similar in consistency to egg-based custards, instant custards or a mousse, often commercially set using cornstarch, gelatin or similar collagen agent such as the Jell‑O brand line of products.",1
701,349,0.0,he is a great rapper . he was an english singer and songwriter .,english,In what language was he a singer?,jamaican,"Robert Nesta Marley, OM (6 February 1945 – 11 May 1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska and rocksteady in his compositions.",1
702,349,0.0,he is a great rapper . he was an english singer and songwriter .,he,Who is a great rapper?,[CLS],"Robert Nesta Marley, OM (6 February 1945 – 11 May 1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska and rocksteady in his compositions.",1
