,id,response,cand,question,knowledge,knowledge_ans,score
270,117,stevia is a sugar substitute that is extracted from leaves of plant species .,plant species,What type of leaves is stevia extracted from?,"Stevia () is a sweetener and sugar substitute extracted from the leaves of the plant species ""Stevia rebaudiana"".",plant species,1.0
271,118,there are different body weight categories for males and females,different body weight categories,What are there for males and females?,Bodyweight categories are different for male and female competitors.,bodyweight categories,0.3333333333333333
272,118,there are different body weight categories for males and females,males,There are different body weight categories for females and what else?,Bodyweight categories are different for male and female competitors.,male,0.0
273,118,there are different body weight categories for males and females,females,There are different body weight categories for males and what other gender?,Bodyweight categories are different for male and female competitors.,female,0.0
274,119,"i ' m not a huge fan , but i do know that his parents were black panthers .",his parents,Who were black panthers?,"Both of his parents and several other people in his family were members of the Black Panther Party, whose ideals were reflected in his songs.",both of his parents and several other people in his family,0.33333333333333337
275,119,"i ' m not a huge fan , but i do know that his parents were black panthers .",black panthers,What were his parents?,"Both of his parents and several other people in his family were members of the Black Panther Party, whose ideals were reflected in his songs.",members of the black panther party,0.28571428571428575
276,120,have you heard lost highway ? it came out in 2007 .,2007,When did lost highway come out?,"Lost Highway is the tenth studio album by American rock band Bon Jovi, released on June 19, 2007 through Island Records.","june 19, 2007",0.5
277,120,have you heard lost highway ? it came out in 2007 .,lost highway,What was the name of the movie that came out in 2007?,"Lost Highway is the tenth studio album by American rock band Bon Jovi, released on June 19, 2007 through Island Records.",[CLS],0.0
278,121,have you ever had a top crust pie ? they are covered with pastry before baking,you,Who has ever had a top crust pie?,"A ""top-crust"" pie has the filling in the bottom of the dish and is covered with a pastry or other covering before baking.",[CLS],0.0
279,121,have you ever had a top crust pie ? they are covered with pastry before baking,a top crust pie,What type of pie is covered with pastry before baking?,"A ""top-crust"" pie has the filling in the bottom of the dish and is covered with a pastry or other covering before baking.","""top-crust""",0.0
280,121,have you ever had a top crust pie ? they are covered with pastry before baking,pastry,What is a top crust pie covered with before baking?,"A ""top-crust"" pie has the filling in the bottom of the dish and is covered with a pastry or other covering before baking.",a pastry,1.0
281,122,blue is an important color in decoration and art .,blue,What color is important in decoration and art?,Blue has been an important colour in art and decoration since ancient times.,blue,1.0
282,122,blue is an important color in decoration and art .,an important color,What is blue in art?,Blue has been an important colour in art and decoration since ancient times.,important colour,0.5
283,122,blue is an important color in decoration and art .,decoration,Blue is an important color in what kind of art?,Blue has been an important colour in art and decoration since ancient times.,decoration,1.0
284,122,blue is an important color in decoration and art .,art,Blue is an important color in decoration and what else?,Blue has been an important colour in art and decoration since ancient times.,art,1.0
285,123,have you ever heard of taylor swift ? she was born in pennsylvania .,pennsylvania,Where was Taylor Swift born?,"Born and raised in Pennsylvania, Swift moved to Nashville, Tennessee at the age of 14 to pursue a career in country music.",pennsylvania,1.0
286,123,have you ever heard of taylor swift ? she was born in pennsylvania .,taylor swift,Who was born in pennsylvania?,"Born and raised in Pennsylvania, Swift moved to Nashville, Tennessee at the age of 14 to pursue a career in country music.",swift,0.6666666666666666
287,124,music notation is used to visualize music played by instruments .,music notation,What is used to visualize music played by instruments?,"Music notation or musical notation is any system used to visually represent aurally perceived music played with instruments or sung by the human voice through the use of written, printed, or otherwise-produced symbols.",music notation,1.0
288,124,music notation is used to visualize music played by instruments .,music,What type of notation is used to visualize music?,"Music notation or musical notation is any system used to visually represent aurally perceived music played with instruments or sung by the human voice through the use of written, printed, or otherwise-produced symbols.",music notation,0.6666666666666666
289,124,music notation is used to visualize music played by instruments .,instruments,What is music played by?,"Music notation or musical notation is any system used to visually represent aurally perceived music played with instruments or sung by the human voice through the use of written, printed, or otherwise-produced symbols.",instruments,1.0
290,125,"his debut album , justified , was released in 2002 .",2002,When was his debut album released?,"Timberlake began to adopt a more mature image as an artist with the release of his debut solo album, the R&B-focused ""Justified"" (2002), which yielded the successful singles ""Cry Me a River"" and ""Rock Your Body"", and earned his first two Grammy Awards.","(2002),",1.0
291,125,"his debut album , justified , was released in 2002 .",his debut album,What was justified?,"Timberlake began to adopt a more mature image as an artist with the release of his debut solo album, the R&B-focused ""Justified"" (2002), which yielded the successful singles ""Cry Me a River"" and ""Rock Your Body"", and earned his first two Grammy Awards.",r&b,0.0
292,126,"i ' m not sure , but he has sold over 10 million albums worldwide .",over 10 million,How many albums has he sold worldwide?,"Established as a solo artist worldwide, his first two albums both exceeded sales of 10 million copies, and continued producing records and collaborating with other artists.",two,0.0
293,126,"i ' m not sure , but he has sold over 10 million albums worldwide .",he,Who has sold over 10 million albums worldwide?,"Established as a solo artist worldwide, his first two albums both exceeded sales of 10 million copies, and continued producing records and collaborating with other artists.",[CLS],0.0
294,127,i think so too . it was a very severe economic depression in the 1930s,the 1930s,When was there a severe economic depression?,"The Great Depression was a severe worldwide economic depression that took place mostly during the 1930s, originating in the United States.",1930s,1.0
295,128,they have a strong curved bill and strong legs .,they,What kind of animal has a strong curved bill?,"Characteristic features of parrots include a strong, curved bill, an upright stance, strong legs, and clawed zygodactyl feet.",parrots,0.0
296,128,they have a strong curved bill and strong legs .,strong legs,What kind of legs do they have?,"Characteristic features of parrots include a strong, curved bill, an upright stance, strong legs, and clawed zygodactyl feet.",strong,0.6666666666666666
297,129,i love huskies ! they are great sled dogs .,great sled dogs,What are huskies?,"Husky is a general name for a sled-type of dog used in northern regions, differentiated from other sled-dog types by their fast pulling style.",a sled-type of dog,0.0
298,130,"yeah , the games will be held in tokyo in august 2020 .",tokyo,Where will the games be held?,The games are planned to be held from 24 July to 9 August 2020 in Tokyo.,tokyo,1.0
299,130,"yeah , the games will be held in tokyo in august 2020 .",august 2020,When will the Tokyo games be held?,The games are planned to be held from 24 July to 9 August 2020 in Tokyo.,24 july to 9 august 2020,0.5
300,130,"yeah , the games will be held in tokyo in august 2020 .",the games,What will be held in tokyo in 2020?,The games are planned to be held from 24 July to 9 August 2020 in Tokyo.,the games,1.0
301,131,it is a tv show that is based on a book series .,it,What is the name of the show that is based on a book series?,"It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".",[CLS],0.0
302,131,it is a tv show that is based on a book series .,a tv show,What type of show is it?,"It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".",[CLS],0.0
303,131,it is a tv show that is based on a book series .,a book series,What is the tv show based on?,"It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".","""a song of ice and fire"", george r. r. martin's series of fantasy novels",0.13333333333333336
304,132,i love them too ! they were formed in 1993 in orlando .,1993,When were they formed?,"The Backstreet Boys (often abbreviated as BSB) are an American vocal group, formed in Orlando, Florida in 1993.",1993,1.0
305,132,i love them too ! they were formed in 1993 in orlando .,orlando,Where were they formed?,"The Backstreet Boys (often abbreviated as BSB) are an American vocal group, formed in Orlando, Florida in 1993.","orlando, florida",0.6666666666666666
306,133,"i ' m not sure how long they ' ve been around , but i do know that they were developed way back in the 19th century .",the 19th century,When were they first developed?,"The first headphones were developed in the late 19th century for use by telephone operators, to keep their hands free.",late 19th century,0.8
307,134,have you ever seen robert anthony niro ? he was born in 1943 .,robert anthony niro,Who was born in 1943?,"Robert Anthony De Niro Jr. (; born August 17, 1943) is an American actor, producer, and director who holds both American and Italian citizenship.",robert anthony de niro jr.,0.7499999999999999
308,134,have you ever seen robert anthony niro ? he was born in 1943 .,1943,When was robert anthony niro born?,"Robert Anthony De Niro Jr. (; born August 17, 1943) is an American actor, producer, and director who holds both American and Italian citizenship.",[CLS],0.0
309,134,have you ever seen robert anthony niro ? he was born in 1943 .,you,Who has ever seen robert anthony niro?,"Robert Anthony De Niro Jr. (; born August 17, 1943) is an American actor, producer, and director who holds both American and Italian citizenship.",[CLS],0.0
310,135,boston is also the largest city in new england .,boston,What is the largest city in new england?,Boston is New England's largest city as well as the capital of Massachusetts.,boston,1.0
311,135,boston is also the largest city in new england .,the largest city,What is boston also known as in new england?,Boston is New England's largest city as well as the capital of Massachusetts.,capital of massachusetts,0.0
312,135,boston is also the largest city in new england .,new england,Boston is the largest city in what country?,Boston is New England's largest city as well as the capital of Massachusetts.,new england,1.0
313,136,that ' s true . it was filmed in amazon rainforest in colombia .,colombia,In what country was the film shot?,"""Cannibal Holocaust"" was filmed primarily in the Amazon rainforest of Colombia with indigenous tribes interacting with American and Italian actors.",colombia,1.0
314,137,i agree . they serve 69 million people daily in 100 countries . they must be doing something right .,69 million,How many people do they serve daily?,"McDonald's is the world's largest restaurant chain by revenue, serving over 69 million customers daily in over 100 countries across approximately 36,900 outlets as of 2016.",over 69 million,0.8
315,137,i agree . they serve 69 million people daily in 100 countries . they must be doing something right .,100,How many countries do they serve each day?,"McDonald's is the world's largest restaurant chain by revenue, serving over 69 million customers daily in over 100 countries across approximately 36,900 outlets as of 2016.",over 100,0.6666666666666666
316,137,i agree . they serve 69 million people daily in 100 countries . they must be doing something right .,something,They must be doing what right?,"McDonald's is the world's largest restaurant chain by revenue, serving over 69 million customers daily in over 100 countries across approximately 36,900 outlets as of 2016.",[CLS],0.0
317,138,the band was formed in 1972 in pasadena california .,1972,When was the band formed?,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",1972,1.0
318,138,the band was formed in 1972 in pasadena california .,california,In what state was the band formed?,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",california,1.0
319,138,the band was formed in 1972 in pasadena california .,the band,What band was formed in 1972?,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",van halen,0.0
320,138,the band was formed in 1972 in pasadena california .,pasadena california,Where was the band formed?,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.","pasadena, california",1.0
321,139,3 years old . they were specifically bred to be intelligent and obedience dogs,3 years old,How old are these dogs?,It was specifically bred for intelligence and obedience.,[CLS],0.0
322,139,3 years old . they were specifically bred to be intelligent and obedience dogs,intelligent and obedience dogs,What type of dogs were they specifically bred to be?,It was specifically bred for intelligence and obedience.,intelligence and obedience,0.5714285714285715
323,140,do you like country music ? it originated from the southern us in the 1920s .,the 1920s,When did country music originate?,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,early 1920s,0.6666666666666666
324,140,do you like country music ? it originated from the southern us in the 1920s .,country music,What genre of music originated in the southern us in the 1920s?,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,country,0.6666666666666666
325,140,do you like country music ? it originated from the southern us in the 1920s .,the southern us,Where did country music originate from?,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,southern united states,0.4
326,141,i love unicorns . they are legendary creatures .,unicorns,What are legendary creatures?,"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",the unicorn,0.0
327,141,i love unicorns . they are legendary creatures .,legendary creatures,What are unicorns?,"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",,0.0
328,142,"i ' m not sure , but the term "" night owl "" comes from the habits of owls .",""" night owl",What term comes from the habits of owls?,The term is derived from the primarily nocturnal habits of the owl.,,0.0
329,142,"i ' m not sure , but the term "" night owl "" comes from the habits of owls .",owls,"The term "" night owl "" comes from the habits of what animal?",The term is derived from the primarily nocturnal habits of the owl.,owl,0.0
330,143,it ' s crazy to think that she also cites hendrix as one of her inspirations !,NO_Q,NO_Q,"Greenberg also cites Jimi Hendrix as ""one of my biggest inspirations"".",NO_Q,-1.0
331,144,i love pepsi . it was originally created in 1893 .,pepsi,What beverage was created in 1893?,"Originally created and developed in 1893 by Caleb Bradham and introduced as Brad's Drink, it was renamed as Pepsi-Cola on August 28, 1898, and then as Pepsi in 1961.",brad's drink,0.0
332,144,i love pepsi . it was originally created in 1893 .,1893,When was pepsi first created?,"Originally created and developed in 1893 by Caleb Bradham and introduced as Brad's Drink, it was renamed as Pepsi-Cola on August 28, 1898, and then as Pepsi in 1961.",1893,1.0
333,145,it does get crowded . 32 acts were performed outdoors .,32,How many acts were performed outdoors?,"During the sometimes rainy weekend, 32 acts performed outdoors before an audience of more than 400,000 people.",32,1.0
334,146,"i ' m not sure , but i know it ' s headquarters is in munich .",munich,Where is the company's headquarters?,"The company was founded in 1916 and has its headquarters in Munich, Bavaria.","munich, bavaria",0.6666666666666666
335,147,i know that they are a canadian basketball team .,NO_Q,NO_Q,"The Vancouver Grizzlies were a Canadian professional basketball team based in Vancouver, British Columbia.",NO_Q,-1.0
336,148,"yes , they are based out of memphis tennessee .",memphis tennessee,Where are they based?,"The Memphis Grizzlies are an American professional basketball team based in Memphis, Tennessee.","memphis, tennessee",1.0
337,149,i ' m not sure but they were founded in 1971,1971,When were they founded?,"Starbucks was founded in Seattle, Washington in 1971.",1971,1.0
