,id,response,cand,question,knowledge,knowledge_ans,score
263,108,that ' s true . the first airplane was invented in 1903 .,1903,When was the first airplane invented?,"The Wright brothers invented and flew the first airplane in 1903, recognized as ""the first sustained and controlled heavier-than-air powered flight"".",1903,1.0
264,108,that ' s true . the first airplane was invented in 1903 .,the first airplane,What was invented in 1903?,"The Wright brothers invented and flew the first airplane in 1903, recognized as ""the first sustained and controlled heavier-than-air powered flight"".",airplane,0.6666666666666666
265,109,"i am not sure , but i do know sam ' s club is also owned by walmart .",sam ' s club,What club is owned by walmart?,It also owns and operates Sam's Club retail warehouses.,sam's club,0.4
266,109,"i am not sure , but i do know sam ' s club is also owned by walmart .",walmart,Who owns sam's club?,It also owns and operates Sam's Club retail warehouses.,[CLS],0.0
267,110,it is set in westeros and essos . it has three story arcs .,westeros,"Along with essos, where is the story set?","Set on the fictional continents of Westeros and Essos, ""Game of Thrones"" has several plot lines and a large ensemble cast but centers on three primary story arcs.",westeros,1.0
268,110,it is set in westeros and essos . it has three story arcs .,three,How many story arcs does the film have?,"Set on the fictional continents of Westeros and Essos, ""Game of Thrones"" has several plot lines and a large ensemble cast but centers on three primary story arcs.",three,1.0
269,110,it is set in westeros and essos . it has three story arcs .,essos,Westeros and what other country are in the story?,"Set on the fictional continents of Westeros and Essos, ""Game of Thrones"" has several plot lines and a large ensemble cast but centers on three primary story arcs.",essos,1.0
270,111,the earliest evidence of pancakes date back to prehistoric times .,prehistoric times,The earliest evidence of pancakes date back to when?,Archaeological evidence suggests that pancakes were probably the earliest and most widespread cereal food eaten in prehistoric societies.,prehistoric societies,0.5
271,112,"the word crochet comes from the french word "" crochet "" which means small hook .",french,What language does crochet come from?,"The name is derived from the French term ""crochet"", meaning 'small hook'.",french,1.0
272,112,"the word crochet comes from the french word "" crochet "" which means small hook .",the word crochet,What comes from the french word crochet?,"The name is derived from the French term ""crochet"", meaning 'small hook'.",'small hook'.,0.0
273,112,"the word crochet comes from the french word "" crochet "" which means small hook .","the french word "" crochet",Where does the word crochet come from?,"The name is derived from the French term ""crochet"", meaning 'small hook'.",french,0.5
274,112,"the word crochet comes from the french word "" crochet "" which means small hook .",small hook,What does crochet mean?,"The name is derived from the French term ""crochet"", meaning 'small hook'.",'small hook'.,1.0
275,113,me too ! they ' re an american vocal group formed in 1993 .,american,What is the nationality of the group?,"The Backstreet Boys (often abbreviated as BSB) are an American vocal group, formed in Orlando, Florida in 1993.",american,1.0
276,113,me too ! they ' re an american vocal group formed in 1993 .,1993,When was the group formed?,"The Backstreet Boys (often abbreviated as BSB) are an American vocal group, formed in Orlando, Florida in 1993.",1993,1.0
277,114,"it focuses on the lives of surgical interns , residents , and physicians .",surgical interns,"Along with residents and physicians, what is the focus of the program?","The fictional series focuses on the lives of surgical interns, residents, and attending physicians, as they develop into seasoned doctors while trying to maintain personal lives and relationships.",surgical interns,1.0
278,114,"it focuses on the lives of surgical interns , residents , and physicians .",residents,"Along with surgical interns and physicians, what is the focus of the program?","The fictional series focuses on the lives of surgical interns, residents, and attending physicians, as they develop into seasoned doctors while trying to maintain personal lives and relationships.",residents,1.0
279,114,"it focuses on the lives of surgical interns , residents , and physicians .",physicians,"Besides surgical interns, residents and residents, who else has a role in the program?","The fictional series focuses on the lives of surgical interns, residents, and attending physicians, as they develop into seasoned doctors while trying to maintain personal lives and relationships.",physicians,1.0
280,115,"i don ' t know much about them , but i do know that they have a lot of vitamin k and b6 .",a lot,How much vitamin k and b6 do they have?,"The roots contain high quantities of alpha- and beta-carotene, and are a good source of vitamin K and vitamin B6, but the belief that eating carrots improves night vision is a myth put forward by the British in World War II to mislead the enemy about their military capabilities.",[CLS],0.0
281,115,"i don ' t know much about them , but i do know that they have a lot of vitamin k and b6 .",vitamin k,"Along with b6, what other vitamin is present in the foods of the Philippines?","The roots contain high quantities of alpha- and beta-carotene, and are a good source of vitamin K and vitamin B6, but the belief that eating carrots improves night vision is a myth put forward by the British in World War II to mislead the enemy about their military capabilities.",k,0.6666666666666666
282,115,"i don ' t know much about them , but i do know that they have a lot of vitamin k and b6 .",b6,"Along with vitamin k, what other vitamin do they have?","The roots contain high quantities of alpha- and beta-carotene, and are a good source of vitamin K and vitamin B6, but the belief that eating carrots improves night vision is a myth put forward by the British in World War II to mislead the enemy about their military capabilities.",vitamin b6,0.6666666666666666
283,116,it ' s based on a song of ice and fire by george r . r . martin .,fire,The song is based on a song of ice and what else?,"It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".",[CLS],0.0
284,117,the waves suitable for surfing are primarily found in the ocean .,the waves,What is found in the ocean?,"Waves suitable for surfing are primarily found in the ocean, but can also be found in lakes or in rivers in the form of a standing wave or tidal bore.",waves,1.0
285,117,the waves suitable for surfing are primarily found in the ocean .,surfing,What are the waves suitable for?,"Waves suitable for surfing are primarily found in the ocean, but can also be found in lakes or in rivers in the form of a standing wave or tidal bore.",surfing,1.0
286,117,the waves suitable for surfing are primarily found in the ocean .,the ocean,Where are the most suitable waves for surfing?,"Waves suitable for surfing are primarily found in the ocean, but can also be found in lakes or in rivers in the form of a standing wave or tidal bore.",in the ocean,1.0
287,118,there are 393 species of parrots in 92 genera .,393,How many species of parrots are there?,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",393,1.0
288,118,there are 393 species of parrots in 92 genera .,92,How many genera of parrots are there?,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",92,1.0
289,118,there are 393 species of parrots in 92 genera .,parrots,There are 393 species of what bird?,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",parrots,1.0
290,119,"i live in new york , the most populous city in the united states .",new york,What city is the most populous in the United States?,"The City of New York, often called New York City or simply New York, is the most populous city in the United States.",new york,1.0
291,119,"i live in new york , the most populous city in the united states .",the united states,New york is the most populous city in what country?,"The City of New York, often called New York City or simply New York, is the most populous city in the United States.",united states,1.0
292,120,do you like taylor swift ? she is an american singer and songwriter .,american,What nationality is Taylor Swift?,"Taylor Alison Swift (born December 13, 1989) is an American singer-songwriter.",american,1.0
293,120,do you like taylor swift ? she is an american singer and songwriter .,taylor swift,Who is an american singer and songwriter?,"Taylor Alison Swift (born December 13, 1989) is an American singer-songwriter.",taylor alison swift,0.8
294,121,it was established back in 1881 by clara barton .,1881,When was it established?,"ARC was established in Washington, D.C. on May 21, 1881, by Clara Barton.","may 21, 1881",0.5
295,121,it was established back in 1881 by clara barton .,clara barton,Who founded the company in 1881?,"ARC was established in Washington, D.C. on May 21, 1881, by Clara Barton.",clara barton,1.0
296,122,"i ' m not sure , but it is governed by the international federation of association football .",association football,What is the international federation of?,"Association football is governed internationally by the International Federation of Association Football (FIFA; ), which organises World Cups for both men and women every four years.",association football,1.0
297,123,i love steak ! it ' s a meat sliced across the muscle fibers .,steak,What kind of meat is sliced across the muscle fibers?,"A steak () is a meat generally sliced across the muscle fibers, potentially including a bone.",steak,1.0
298,123,i love steak ! it ' s a meat sliced across the muscle fibers .,the muscle fibers,What part of the body is steak cut across?,"A steak () is a meat generally sliced across the muscle fibers, potentially including a bone.",muscle fibers,1.0
299,124,have you ever played overwatch ? it was released in may 2016,may 2016,When was Overwatch released?,"It was released in May 2016 for Windows, PlayStation 4, and Xbox One.",[CLS],0.0
300,124,have you ever played overwatch ? it was released in may 2016,overwatch,What game was released in may 2016?,"It was released in May 2016 for Windows, PlayStation 4, and Xbox One.",[CLS],0.0
301,125,"i ' m not sure , but there are over 45 , 700 species !",NO_Q,NO_Q,", at least 45,700 spider species, and 113 families have been recorded by taxonomists.",NO_Q,-1.0
302,126,"i ' m not sure , but they have sold over 80 million records worldwide .",80 million,Over how many records have they sold?,"Red Hot Chili Peppers are one of the best-selling bands of all time with over 80 million records sold worldwide, have been nominated for sixteen Grammy Awards, of which they have won six, and are the most successful band in alternative rock radio history, currently holding the records for most number-one singles (13), most cumulative weeks at number one (85) and most top-ten songs (25) on the ""Billboard"" Alternative Songs chart.",80 million,1.0
303,127,hatha yoga is one of the most commonly known types of yoga .,hatha yoga,What is one of the most commonly known types of yoga?,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,hatha yoga,1.0
304,128,i ' m not sure but i do know that garfield was first published in 1978 .,1978,When was garfield first published?,"Published since 1978, it chronicles the life of the title character, the cat Garfield; Jon Arbuckle, his owner; and Jon's dog, Odie.",1978,1.0
305,129,i agree with you . there are so many types of processed foods that contain unfamiliar animal ingredients .,processed foods,What type of foods contain unfamiliar animal ingredients?,"Packaged and processed foods, such as cakes, cookies, candies, chocolate, yogurt, and marshmallows, often contain unfamiliar animal ingredients, so may be a special concern for vegetarians due to the likelihood of such additions.",packaged and processed foods,0.6666666666666666
306,129,i agree with you . there are so many types of processed foods that contain unfamiliar animal ingredients .,unfamiliar animal ingredients,There are so many types of processed foods that contain what?,"Packaged and processed foods, such as cakes, cookies, candies, chocolate, yogurt, and marshmallows, often contain unfamiliar animal ingredients, so may be a special concern for vegetarians due to the likelihood of such additions.",unfamiliar animal ingredients,1.0
307,130,"i ' m not sure , but the summers have a tundra climate .",the summers,What season has a tundra climate?,"Its high latitude and marine influence keep summers chilly, with most of the archipelago having a tundra climate.",summers,1.0
308,130,"i ' m not sure , but the summers have a tundra climate .",a tundra climate,What do the summers have?,"Its high latitude and marine influence keep summers chilly, with most of the archipelago having a tundra climate.",[CLS],0.0
309,131,marketing is often used to create and satisfy the customer .,marketing,What is often used to create and satisfy the customer?,"Marketing is used to create, keep and satisfy the customer.",marketing,1.0
310,131,marketing is often used to create and satisfy the customer .,the customer,Marketing is often used to create and satisfy what?,"Marketing is used to create, keep and satisfy the customer.",the customer,1.0
311,132,"do you like yoga ? it is a group of physical , mental , and spiritual practices .",yoga,"What is a group of physical, mental and spiritual practices called?","Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",yoga,1.0
312,132,"do you like yoga ? it is a group of physical , mental , and spiritual practices .","physical , mental , and spiritual practices",What is yoga a group of?,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.","physical, mental, and spiritual practices or disciplines",0.8333333333333333
313,133,"the word tattoo comes from the polynesian word "" tatau "" which means to write .",""" tatau",What is the polynesian word for tattoo?,"The word ""tattoo"", or ""tattow"" in the 18th century, is a loanword from the Polynesian word ""tatau"", meaning ""to write"".","""tatau"",",1.0
314,134,"i am not a vegan , but i do know that veganism is the practice of abstaining from the use of animal products",animal products,What do vegans abstain from using?,"Veganism is both the practice of abstaining from the use of animal products, particularly in diet, and an associated philosophy that rejects the commodity status of animals.",animal products,1.0
315,135,the color purple was worn by roman magistrates and the rulers of the byzantine empire .,roman magistrates,Along with the rulers of the byzantine empire who wore purple?,"Purple was the color worn by Roman magistrates; it became the imperial color worn by the rulers of the Byzantine Empire and the Holy Roman Empire, and later by Roman Catholic bishops.",the holy roman empire,0.4
316,135,the color purple was worn by roman magistrates and the rulers of the byzantine empire .,the rulers,"Along with the magistrates, who in the byzantine empire wore purple?","Purple was the color worn by Roman magistrates; it became the imperial color worn by the rulers of the Byzantine Empire and the Holy Roman Empire, and later by Roman Catholic bishops.",rulers,1.0
317,135,the color purple was worn by roman magistrates and the rulers of the byzantine empire .,the byzantine empire,The rulers of what empire wore purple?,"Purple was the color worn by Roman magistrates; it became the imperial color worn by the rulers of the Byzantine Empire and the Holy Roman Empire, and later by Roman Catholic bishops.",byzantine empire,1.0
318,136,have you ever watched jeopardy ? it ' s a quiz competition .,jeopardy,What is the name of the quiz competition?,"The show features a quiz competition in which contestants are presented with general knowledge clues in the form of answers, and must phrase their responses in the form of questions.",general knowledge clues,0.0
319,136,have you ever watched jeopardy ? it ' s a quiz competition .,a quiz competition,What is jeopardy?,"The show features a quiz competition in which contestants are presented with general knowledge clues in the form of answers, and must phrase their responses in the form of questions.",a quiz competition,1.0
320,137,golden retrievers are the third most popular family dog in the united states .,third,Where do golden retrievers rank among the most popular dogs in the US?,"The breed's friendly, gentle temperament means it is unsuited to being a professional guard dog, but its temperament has also made it the third-most popular family dog breed (by registration) in the United States, the fifth-most popular in Brazil and Australia, and the eighth-most popular in the United Kingdom.",third,1.0
321,137,golden retrievers are the third most popular family dog in the united states .,the united states,Where are golden retrievers the third most popular family dog?,"The breed's friendly, gentle temperament means it is unsuited to being a professional guard dog, but its temperament has also made it the third-most popular family dog breed (by registration) in the United States, the fifth-most popular in Brazil and Australia, and the eighth-most popular in the United Kingdom.",united states,1.0
322,137,golden retrievers are the third most popular family dog in the united states .,golden retrievers,What is the third most popular dog in the US?,"The breed's friendly, gentle temperament means it is unsuited to being a professional guard dog, but its temperament has also made it the third-most popular family dog breed (by registration) in the United States, the fifth-most popular in Brazil and Australia, and the eighth-most popular in the United Kingdom.",[CLS],0.0
323,137,golden retrievers are the third most popular family dog in the united states .,the third most popular family dog,How popular are golden retrievers in the US?,"The breed's friendly, gentle temperament means it is unsuited to being a professional guard dog, but its temperament has also made it the third-most popular family dog breed (by registration) in the United States, the fifth-most popular in Brazil and Australia, and the eighth-most popular in the United Kingdom.",third-most popular,0.28571428571428575
324,138,"i ' ve never heard of that , but i do know that it is often used as a disability assistance dog .",a disability assistance dog,What is a dog often used for?,The Golden Retriever is popular as a disability assistance dog such as being a guide dog for the blind and a hearing dog for the deaf.,disability assistance,0.8
325,139,algeria is the 10th largest country in the world .,algeria,What is the 10th largest country in the world?,"With an area of , Algeria is the tenth-largest country in the world, and the largest in Africa since South Sudan became independent from Sudan in 2011.",algeria,1.0
326,139,algeria is the 10th largest country in the world .,10th,Where does algeria rank among the largest countries in the world?,"With an area of , Algeria is the tenth-largest country in the world, and the largest in Africa since South Sudan became independent from Sudan in 2011.",tenth,0.0
327,139,algeria is the 10th largest country in the world .,the world,Algeria is the 10th largest country in what world?,"With an area of , Algeria is the tenth-largest country in the world, and the largest in Africa since South Sudan became independent from Sudan in 2011.",the world,1.0
328,140,they are called house cats when kept as indoor pets .,house cats,What are cats called when they are kept as indoor pets?,They are often called house cats when kept as indoor pets or simply cats when there is no need to distinguish them from other felids and felines.,house cats,1.0
329,140,they are called house cats when kept as indoor pets .,indoor pets,What are house cats called when they are kept as?,They are often called house cats when kept as indoor pets or simply cats when there is no need to distinguish them from other felids and felines.,indoor pets,1.0
330,141,"it is made in the form of a liquid , paste , or in a block .",it,"What is made as a liquid, paste, or block?","It is made in the form of a liquid, paste, or in a block, or used as a flavoring ingredient in other foods.",[CLS],0.0
331,142,cacao has been cultivated by many cultures for over three millennia .,cacao,What has been cultivated by many cultures for over three millennia?,Cacao has been cultivated by many cultures for at least three millennia in Mesoamerica.,[CLS],0.0
332,142,cacao has been cultivated by many cultures for over three millennia .,many cultures,Who has cultivated cacao?,Cacao has been cultivated by many cultures for at least three millennia in Mesoamerica.,many cultures,1.0
333,142,cacao has been cultivated by many cultures for over three millennia .,over three millennia,How long has cacao been cultivated?,Cacao has been cultivated by many cultures for at least three millennia in Mesoamerica.,at least three millennia,0.5714285714285715
334,143,it has been around since the 6th millennium bc .,NO_Q,NO_Q,"Brewing has taken place since around the 6th millennium BC, and archaeological evidence suggests that emerging civilizations including ancient Egypt and Mesopotamia brewed beer.",NO_Q,-1.0
335,144,"yes , they are an english rock band formed in 1985 .",english,What is the nationality of the band?,"Radiohead are an English rock band from Abingdon, Oxfordshire, formed in 1985.",english,1.0
336,144,"yes , they are an english rock band formed in 1985 .",1985,When was the band formed?,"Radiohead are an English rock band from Abingdon, Oxfordshire, formed in 1985.",1985,1.0
337,144,"yes , they are an english rock band formed in 1985 .",they,What is the name of the English rock band?,"Radiohead are an English rock band from Abingdon, Oxfordshire, formed in 1985.",radiohead,0.0
338,144,"yes , they are an english rock band formed in 1985 .",an english rock band,What is the name of the band?,"Radiohead are an English rock band from Abingdon, Oxfordshire, formed in 1985.",radiohead,0.0
339,145,"i like their debut album "" pablo honey "" which was released in 1993 .",1993,When was pablo honey released?,"It became a worldwide hit after the release of their debut album, ""Pablo Honey"" (1993).",(1993).,1.0
340,145,"i like their debut album "" pablo honey "" which was released in 1993 .",pablo honey,What was the name of the band's debut album?,"It became a worldwide hit after the release of their debut album, ""Pablo Honey"" (1993).","""pablo honey""",1.0
341,146,"i ' m not sure , but i do know it originated in southwest china .",southwest china,Where did it originate?,"Tea originated in Southwest China, where it was used as a medicinal drink.",southwest china,1.0
342,147,dance is a performing art form that involves selected sequences of movement,dance,What is a performing art form that involves selected sequences of movement?,Dance is a performing art form consisting of purposefully selected sequences of human movement.,dance,1.0
343,147,dance is a performing art form that involves selected sequences of movement,a performing art form,What is dance?,Dance is a performing art form consisting of purposefully selected sequences of human movement.,a performing art form,1.0
344,147,dance is a performing art form that involves selected sequences of movement,movement,What is a sequence of in dance?,Dance is a performing art form consisting of purposefully selected sequences of human movement.,human movement,0.6666666666666666
345,148,dance is categorized by its choreography and repertoire of movements,dance,What is categorized by its choreography and repertoire of movements?,"Dance can be categorized and described by its choreography, by its repertoire of movements, or by its historical period or place of origin.",dance,1.0
346,148,dance is categorized by its choreography and repertoire of movements,repertoire,"Along with choreography, what other category of movements does dance have?","Dance can be categorized and described by its choreography, by its repertoire of movements, or by its historical period or place of origin.",repertoire,1.0
347,148,dance is categorized by its choreography and repertoire of movements,movements,Dance is categorized by its choreography and repertoire of what?,"Dance can be categorized and described by its choreography, by its repertoire of movements, or by its historical period or place of origin.",movements,1.0
348,149,michael phelps is the most decorated olympian of all time .,michael phelps,Who is the most decorated olympian of all time?,"Michael Fred Phelps II (born June 30, 1985) is an American retired competitive swimmer and the most successful and most decorated Olympian of all time, with a total of 28 medals.",michael fred phelps ii,0.6666666666666666
