,id,score,response,cand,question,knowledge_ans,knowledge,label
636,285,0.0,i agree . they serve 69 million people daily in 100 countries . they must be doing something right .,something,They must be doing what right?,[CLS],"McDonald's is the world's largest restaurant chain by revenue, serving over 69 million customers daily in over 100 countries across approximately 36,900 outlets as of 2016.",0
637,286,1.0,the band was formed in 1972 in pasadena california .,1972,When was the band formed?,1972,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",0
638,286,1.0,the band was formed in 1972 in pasadena california .,california,In what state was the band formed?,california,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",0
639,286,0.0,the band was formed in 1972 in pasadena california .,the band,What band was formed in 1972?,van halen,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",0
640,286,1.0,the band was formed in 1972 in pasadena california .,pasadena california,Where was the band formed?,"pasadena, california","Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",0
641,287,0.0,3 years old . they were specifically bred to be intelligent and obedience dogs,3 years old,How old are these dogs?,[CLS],It was specifically bred for intelligence and obedience.,0
642,287,0.5714285714285715,3 years old . they were specifically bred to be intelligent and obedience dogs,intelligent and obedience dogs,What type of dogs were they specifically bred to be?,intelligence and obedience,It was specifically bred for intelligence and obedience.,0
643,288,0.6666666666666666,do you like country music ? it originated from the southern us in the 1920s .,the 1920s,When did country music originate?,early 1920s,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,0
644,288,0.6666666666666666,do you like country music ? it originated from the southern us in the 1920s .,country music,What genre of music originated in the southern us in the 1920s?,country,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,0
645,288,0.4,do you like country music ? it originated from the southern us in the 1920s .,the southern us,Where did country music originate from?,southern united states,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,0
646,289,0.0,i love unicorns . they are legendary creatures .,unicorns,What are legendary creatures?,the unicorn,"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",0
647,289,0.0,i love unicorns . they are legendary creatures .,legendary creatures,What are unicorns?,,"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",0
648,290,0.0,"i ' m not sure , but the term "" night owl "" comes from the habits of owls .",""" night owl",What term comes from the habits of owls?,,The term is derived from the primarily nocturnal habits of the owl.,0
649,290,0.0,"i ' m not sure , but the term "" night owl "" comes from the habits of owls .",owls,"The term "" night owl "" comes from the habits of what animal?",owl,The term is derived from the primarily nocturnal habits of the owl.,0
650,291,-1.0,it ' s crazy to think that she also cites hendrix as one of her inspirations !,NO_Q,NO_Q,NO_Q,"Greenberg also cites Jimi Hendrix as ""one of my biggest inspirations"".",0
651,292,0.0,i love pepsi . it was originally created in 1893 .,pepsi,What beverage was created in 1893?,brad's drink,"Originally created and developed in 1893 by Caleb Bradham and introduced as Brad's Drink, it was renamed as Pepsi-Cola on August 28, 1898, and then as Pepsi in 1961.",0
652,292,1.0,i love pepsi . it was originally created in 1893 .,1893,When was pepsi first created?,1893,"Originally created and developed in 1893 by Caleb Bradham and introduced as Brad's Drink, it was renamed as Pepsi-Cola on August 28, 1898, and then as Pepsi in 1961.",0
653,293,1.0,it does get crowded . 32 acts were performed outdoors .,32,How many acts were performed outdoors?,32,"During the sometimes rainy weekend, 32 acts performed outdoors before an audience of more than 400,000 people.",0
654,294,0.6666666666666666,"i ' m not sure , but i know it ' s headquarters is in munich .",munich,Where is the company's headquarters?,"munich, bavaria","The company was founded in 1916 and has its headquarters in Munich, Bavaria.",0
655,295,-1.0,i know that they are a canadian basketball team .,NO_Q,NO_Q,NO_Q,"The Vancouver Grizzlies were a Canadian professional basketball team based in Vancouver, British Columbia.",0
656,296,1.0,"yes , they are based out of memphis tennessee .",memphis tennessee,Where are they based?,"memphis, tennessee","The Memphis Grizzlies are an American professional basketball team based in Memphis, Tennessee.",0
657,297,1.0,i ' m not sure but they were founded in 1971,1971,When were they founded?,1971,"Starbucks was founded in Seattle, Washington in 1971.",0
658,298,0.5454545454545454,"well , it ' s a common inflammatory disease .",a common inflammatory disease,What is it?,a common long-term inflammatory disease of the airways of the lungs,Asthma is a common long-term inflammatory disease of the airways of the lungs.,0
659,299,1.0,"i ' m not sure , but i do know that gamemasters decides the rules and set of the game .",gamemasters,Who decides the rules and set of the game?,gamemasters,Event arrangers called gamemasters decide the setting and rules to be used and facilitate play.,0
660,300,1.0,i can see where you ' re coming from . i think it ' s interesting that music is a form of art and a cultural activity .,music,What is a form of art and a cultural activity?,music,Music is an art form and cultural activity whose medium is sound organized in time.,0
661,300,1.0,i can see where you ' re coming from . i think it ' s interesting that music is a form of art and a cultural activity .,art,Music is a form of what?,art,Music is an art form and cultural activity whose medium is sound organized in time.,0
662,300,1.0,i can see where you ' re coming from . i think it ' s interesting that music is a form of art and a cultural activity .,a cultural activity,Music is a form of art and what else?,cultural activity,Music is an art form and cultural activity whose medium is sound organized in time.,0
663,301,0.6666666666666666,"it ' s been around since july 1st , 2013 .","july 1st , 2013",When was it first introduced?,"july 1, 2013","It was formed on July 1, 2013, after completing a £2.4 billion merger between Bertelsmann and Pearson.",0
664,302,1.0,i ' ve heard of them . they ' re a canadian band .,canadian,What is the nationality of the band?,canadian,"Rush was a Canadian rock band composed of Geddy Lee (bass, vocals, keyboards), Alex Lifeson (guitars) and Neil Peart (drums, percussion, lyrics).",0
665,303,-1.0,"i ' d love to , i ' ve seen them a few times in concert before and they were great . i ' m sure i ' ll see them again one day .",NO_Q,NO_Q,NO_Q,"Rush was a Canadian rock band composed of Geddy Lee (bass, vocals, keyboards), Alex Lifeson (guitars) and Neil Peart (drums, percussion, lyrics).",0
666,304,-1.0,haha ! i love her ! i think she is very fiery and fiery tempered,NO_Q,NO_Q,NO_Q,Cultural reactions have varied from ridicule to admiration; many common stereotypes exist regarding redheads and they are often portrayed as fiery-tempered.,0
667,305,1.0,i like peanut butter too . it ' s popular in a lot of countries .,peanut butter,What kind of butter is popular in a lot of countries?,peanut butter,Peanut butter is popular in many countries.,0
668,305,0.0,i like peanut butter too . it ' s popular in a lot of countries .,a lot,How many countries are peanut butter popular?,[CLS],Peanut butter is popular in many countries.,0
669,306,0.0,i ' m sure you would . there are a lot of people who practice yoga from india .,india,There are a lot of people who practice yoga from where?,[CLS],"Yoga gurus from India later introduced yoga to the West, following the success of Swami Vivekananda in the late 19th and early 20th century.",0
670,306,0.0,i ' m sure you would . there are a lot of people who practice yoga from india .,people,There are a lot of who practice yoga from india?,[CLS],"Yoga gurus from India later introduced yoga to the West, following the success of Swami Vivekananda in the late 19th and early 20th century.",0
671,306,0.0,i ' m sure you would . there are a lot of people who practice yoga from india .,yoga,There are a lot of people who practice what from india?,[CLS],"Yoga gurus from India later introduced yoga to the West, following the success of Swami Vivekananda in the late 19th and early 20th century.",0
672,307,0.0,i know a little bit about it . it ' s a condition where people can ' t digest milk .,a condition,What is it called if people can' t digest milk?,[CLS],"Lactose intolerance is a condition in which people have symptoms due to the decreased ability to digest lactose, a sugar found in milk products.",0
673,307,0.0,i know a little bit about it . it ' s a condition where people can ' t digest milk .,people,Who can't digest milk?,[CLS],"Lactose intolerance is a condition in which people have symptoms due to the decreased ability to digest lactose, a sugar found in milk products.",0
674,307,0.0,i know a little bit about it . it ' s a condition where people can ' t digest milk .,digest milk,What is a condition where people can' t do?,[CLS],"Lactose intolerance is a condition in which people have symptoms due to the decreased ability to digest lactose, a sugar found in milk products.",0
675,308,1.0,me too ! it ' s been around since 1969 .,1969,Since what year has it been around?,1969,Sephora is a French chain of cosmetics stores founded in 1969.,0
676,309,0.0,i work with it . i ' m an apprentice .,an apprentice,What is the job title?,upholsterer,A person who works with upholstery is called an upholsterer; an apprentice upholsterer is sometimes called an outsider or trimmer.,1
677,310,-1.0,me too ! i love trading card games and collectable card games .,NO_Q,NO_Q,NO_Q,Magic: The Gathering is a trading card game and a digital collectible card game.,0
678,311,1.0,in constructed players create decks that have 60 cards .,60,How many cards are in a deck?,60,"In constructed, players created decks from cards they own, usually 60 cards with no more than 4 of any given card.",0
679,311,0.6666666666666666,in constructed players create decks that have 60 cards .,constructed players,What type of players create decks that have 60 cards?,constructed,"In constructed, players created decks from cards they own, usually 60 cards with no more than 4 of any given card.",0
680,311,0.0,in constructed players create decks that have 60 cards .,decks,What do players create that have 60 cards?,[CLS],"In constructed, players created decks from cards they own, usually 60 cards with no more than 4 of any given card.",0
681,312,-1.0,"i know a little bit about madonna , but i don ' t know much about her music .",NO_Q,NO_Q,NO_Q,"Besides sparking controversy, her works have been praised by music critics.",0
682,313,0.0,yes it is an authentic food . the name ' burritto ' is applied to it,an authentic food,What is burritto?,[CLS],"The name ""burrito"", as applied to the dish, possibly derives from the appearance of bedrolls and packs that donkeys carried.",0
683,313,0.0,yes it is an authentic food . the name ' burritto ' is applied to it,' burritto,What is the name given to burrata?,[CLS],"The name ""burrito"", as applied to the dish, possibly derives from the appearance of bedrolls and packs that donkeys carried.",0
684,314,1.0,it is located in the seventh largest country in area,seventh,Where does the Philippines rank in terms of area?,seventh,"It is the seventh-largest country by area, the second-most populous country (with over 1.2 billion people), and the most populous democracy in the world.",1
685,314,0.5,it is located in the seventh largest country in area,the seventh largest country,Where is it located in area?,seventh,"It is the seventh-largest country by area, the second-most populous country (with over 1.2 billion people), and the most populous democracy in the world.",1
686,315,1.0,that ' s cool . fashion designers try to design clothing which is functional and pleasing as well .,fashion designers,Who tries to design clothing that is functional and pleasing?,fashion designers,Fashion designers attempt to design clothes which are functional as well as aesthetically pleasing.,0
687,315,0.0,that ' s cool . fashion designers try to design clothing which is functional and pleasing as well .,clothing,What do fashion designers try to design that is functional and pleasing?,clothes,Fashion designers attempt to design clothes which are functional as well as aesthetically pleasing.,0
688,316,0.6666666666666666,i do too . the first episode aired on august 2010 and it was on bbc 2 .,first,Which episode aired on bbc 2?,the show's first,"The show's first episode was aired on 17 August 2010, with its first four series broadcast on BBC Two, until its growing popularity led the BBC to move it to BBC One for the next three series.",0
689,316,0.8,i do too . the first episode aired on august 2010 and it was on bbc 2 .,august 2010,When did the first episode air?,17 august 2010,"The show's first episode was aired on 17 August 2010, with its first four series broadcast on BBC Two, until its growing popularity led the BBC to move it to BBC One for the next three series.",0
690,317,0.0,yes ! that ' s exactly what it is ! the colonies have been in war with a cylon race for thousands of years !,thousands of years,How long have the colonies been in war with a cylon race?,in the past,"In the past, the Colonies had been at war with an android race of their own creation, known as the Cylons.",1
691,317,0.0,yes ! that ' s exactly what it is ! the colonies have been in war with a cylon race for thousands of years !,the colonies,Who has been in war with a cylon race for thousands of years?,[CLS],"In the past, the Colonies had been at war with an android race of their own creation, known as the Cylons.",1
692,317,0.0,yes ! that ' s exactly what it is ! the colonies have been in war with a cylon race for thousands of years !,war,What have the colonies been in for thousands of years?,[CLS],"In the past, the Colonies had been at war with an android race of their own creation, known as the Cylons.",1
693,317,0.0,yes ! that ' s exactly what it is ! the colonies have been in war with a cylon race for thousands of years !,a cylon race,Who have the colonies been in war with for thousands of years?,[CLS],"In the past, the Colonies had been at war with an android race of their own creation, known as the Cylons.",1
694,318,1.0,"do you like french fries , chips or finger chips ?",chips,"Along with french fries, finger chips and fries, what is a popular snack for you?",chips,"French fries (North American English), chips (British English), finger chips (Indian English), or French-fried potatoes are ""batonnet"" or ""allumette""-cut deep-fried potatoes.",0
695,319,0.0,i read that veganism doesn ' t recommend it for children or pregnant women,it,What does veganism not recommend for children or pregnant women?,[CLS],"The German Society for Nutrition does not recommend vegan diets for children, adolescents nor during pregnancy and breastfeeding.",1
696,319,0.0,i read that veganism doesn ' t recommend it for children or pregnant women,children,Veganism does not recommend it for pregnant women or what other age group?,[CLS],"The German Society for Nutrition does not recommend vegan diets for children, adolescents nor during pregnancy and breastfeeding.",1
697,319,0.0,i read that veganism doesn ' t recommend it for children or pregnant women,pregnant women,Veganism does not recommend it for children or what other group of people?,[CLS],"The German Society for Nutrition does not recommend vegan diets for children, adolescents nor during pregnancy and breastfeeding.",1
698,320,0.0,"nashville is located in cumberland river , in north central",nashville,What city is located in cumberland river?,[CLS],It is located on the Cumberland River in the north central part of the state.,0
699,320,0.8,"nashville is located in cumberland river , in north central",cumberland river,Where is nashville located?,on the cumberland river,It is located on the Cumberland River in the north central part of the state.,0
700,320,1.0,"nashville is located in cumberland river , in north central",north central,In what part of the United States is nashville located?,north central,It is located on the Cumberland River in the north central part of the state.,0
701,321,1.0,"well , in 1995 , he built a car called the fahrad .",1995,When was the fahrad built?,1995,"In 1995 Thomas Muller designed and built a ""Fahrrad mit elektromagnetischem Antrieb"" for his 1995 diploma thesis.",1
702,321,0.0,"well , in 1995 , he built a car called the fahrad .",a car,What was the fahrad?,"elektromagnetischem antrieb""","In 1995 Thomas Muller designed and built a ""Fahrrad mit elektromagnetischem Antrieb"" for his 1995 diploma thesis.",1
703,321,0.0,"well , in 1995 , he built a car called the fahrad .",the fahrad,What was the name of the car he built in 1995?,"""fahrrad mit elektromagnetischem antrieb""","In 1995 Thomas Muller designed and built a ""Fahrrad mit elektromagnetischem Antrieb"" for his 1995 diploma thesis.",1
704,322,0.0,i ' ve always wanted to learn about the italian renaissance .,the italian renaissance,What has always fascinated me?,[CLS],"Leonardo di ser Piero da Vinci (; 15 April 14522 May 1519), more commonly Leonardo da Vinci or simply Leonardo, was an Italian Renaissance polymath whose areas of interest included invention, painting, sculpting, architecture, science, music, mathematics, engineering, literature, anatomy, geology, astronomy, botany, writing, history, and cartography.",0
705,323,0.0,"i ' m not sure , but i know that the 2016 u . s . nation ' s estimate is at 38 million people .",2016,What year did the u.s. nation estimate 38 million people?,[CLS],"A 2016 United Nations estimate puts the total population at 38,000,000.",0
706,323,0.0,"i ' m not sure , but i know that the 2016 u . s . nation ' s estimate is at 38 million people .",38 million,How many people are estimated to live in the United States in 2016?,"38,000,000","A 2016 United Nations estimate puts the total population at 38,000,000.",0
707,324,0.0,in some countries early birds can be called a people or b people .,some countries,Where can early birds be called a people or b people?,scandinavia,"In several countries, especially in Scandinavia, early birds are called ""A-people"" and night owls are called ""B-people"".",1
708,324,1.0,in some countries early birds can be called a people or b people .,early birds,What can be called a people or b people in some countries?,early birds,"In several countries, especially in Scandinavia, early birds are called ""A-people"" and night owls are called ""B-people"".",1
709,325,-1.0,"yes , it ' s the most populated city in maine .",NO_Q,NO_Q,NO_Q,"Portland is the most populous city in the U.S. state of Maine, with a population of 67,067 as of 2017.",0
710,326,0.5,i like video games that involve interaction with the user interface,video games,What type of games involve interaction with the user interface?,video game,A video game is an electronic game that involves interaction with a user interface to generate visual feedback on a video device such as a TV screen or computer monitor.,0
711,327,0.0,"i ' m not sure , but i know that there is a lot to see in the city ! there ' s 30 sky scrapers and 2 inclined railways !",2,How many inclined railways are there?,two,"The city features 30 skyscrapers, two inclined railways, a pre-revolutionary fortification and the Point State Park at the confluence of the rivers.",0
712,327,0.0,"i ' m not sure , but i know that there is a lot to see in the city ! there ' s 30 sky scrapers and 2 inclined railways !",a lot,How much to see in the city?,30 skyscrapers,"The city features 30 skyscrapers, two inclined railways, a pre-revolutionary fortification and the Point State Park at the confluence of the rivers.",0
713,327,0.0,"i ' m not sure , but i know that there is a lot to see in the city ! there ' s 30 sky scrapers and 2 inclined railways !",the city,Where are there 30 sky scrapers and 2 inclined railways?,[CLS],"The city features 30 skyscrapers, two inclined railways, a pre-revolutionary fortification and the Point State Park at the confluence of the rivers.",0
714,327,0.0,"i ' m not sure , but i know that there is a lot to see in the city ! there ' s 30 sky scrapers and 2 inclined railways !",2 inclined railways,There are 30 sky scrapers and what else?,[CLS],"The city features 30 skyscrapers, two inclined railways, a pre-revolutionary fortification and the Point State Park at the confluence of the rivers.",0
715,328,0.0,"i ' m not sure , but i do know that he graduated from guil__unk__ in 2009 !",2009,When did he graduate from guil__unk_?,[CLS],He attended the Academy of Contemporary Music in Guildford as an undergraduate from the age of 18 in 2009.,1
716,329,0.6666666666666666,"i ' m not sure , but i do know that motorola was bought in 2012 by google .",motorola,What car was bought by google in 2012?,motorola mobility,"Motorola Mobility was sold to Google in 2012, and acquired by Lenovo in 2014.",0
717,329,1.0,"i ' m not sure , but i do know that motorola was bought in 2012 by google .",2012,When was motorola bought by google?,2012,"Motorola Mobility was sold to Google in 2012, and acquired by Lenovo in 2014.",0
718,329,1.0,"i ' m not sure , but i do know that motorola was bought in 2012 by google .",google,Who bought motorola in 2012?,google,"Motorola Mobility was sold to Google in 2012, and acquired by Lenovo in 2014.",0
719,330,1.0,he was born in 1922 and played recorder and bagpipe .,1922,What year was he born?,1922,"Tale Ognenovski () (April 27, 1922 - June 19, 2012) was a Macedonian multi-instrumentalist who played clarinet, recorder, tin whistle, bagpipe, zurna, and drums.",0
720,330,0.0,he was born in 1922 and played recorder and bagpipe .,he,Who played the bagpipe?,tale ognenovski,"Tale Ognenovski () (April 27, 1922 - June 19, 2012) was a Macedonian multi-instrumentalist who played clarinet, recorder, tin whistle, bagpipe, zurna, and drums.",0
721,330,0.0,he was born in 1922 and played recorder and bagpipe .,recorder,"Along with bagpipe, what instrument did he play?",zurna,"Tale Ognenovski () (April 27, 1922 - June 19, 2012) was a Macedonian multi-instrumentalist who played clarinet, recorder, tin whistle, bagpipe, zurna, and drums.",0
722,330,0.0,he was born in 1922 and played recorder and bagpipe .,bagpipe,"Along with recorder, what instrument did he play?",clarinet,"Tale Ognenovski () (April 27, 1922 - June 19, 2012) was a Macedonian multi-instrumentalist who played clarinet, recorder, tin whistle, bagpipe, zurna, and drums.",0
723,331,0.0,i think they are my favorite because they were formed in 1991 and their debut album ten was released in 1991,1991,When was the band formed?,,"Formed after the demise of Gossard and Ament's previous band, Mother Love Bone, Pearl Jam broke into the mainstream with its debut album, ""Ten"", in 1991.",1
724,331,1.0,i think they are my favorite because they were formed in 1991 and their debut album ten was released in 1991,ten,What was the name of their debut album?,"""ten"",","Formed after the demise of Gossard and Ament's previous band, Mother Love Bone, Pearl Jam broke into the mainstream with its debut album, ""Ten"", in 1991.",1
725,331,0.0,i think they are my favorite because they were formed in 1991 and their debut album ten was released in 1991,1991,When was the band formed?,,"Formed after the demise of Gossard and Ament's previous band, Mother Love Bone, Pearl Jam broke into the mainstream with its debut album, ""Ten"", in 1991.",1
726,332,0.0,"i ' m not sure , but i do know that there are 2 autonomous constituent nations in the northern atlantic ocean .",2,How many constituent nations are there in the northern atlantic ocean?,[CLS],The Kingdom of Denmark also comprises two autonomous constituent countries in the North Atlantic Ocean: the Faroe Islands and Greenland.,0
727,332,0.6666666666666666,"i ' m not sure , but i do know that there are 2 autonomous constituent nations in the northern atlantic ocean .",the northern atlantic ocean,Where are there 2 autonomous constituent nations?,in the north atlantic ocean,The Kingdom of Denmark also comprises two autonomous constituent countries in the North Atlantic Ocean: the Faroe Islands and Greenland.,0
728,333,0.0,what type of yoga do you teach ? hatha means force in sanskrit,you,Who teaches yoga?,yogi,"The word ""haṭha"" means ""force"" in Sanskrit, and may have this association because the early Indians believed that its practice was challenging and ""forced its results to happen"" on the yogi.",0
729,333,1.0,what type of yoga do you teach ? hatha means force in sanskrit,hatha,What word means force in sanskrit?,"""hatha""","The word ""haṭha"" means ""force"" in Sanskrit, and may have this association because the early Indians believed that its practice was challenging and ""forced its results to happen"" on the yogi.",0
730,333,1.0,what type of yoga do you teach ? hatha means force in sanskrit,force,What does hatha mean in sanskrit?,"""force""","The word ""haṭha"" means ""force"" in Sanskrit, and may have this association because the early Indians believed that its practice was challenging and ""forced its results to happen"" on the yogi.",0
731,333,1.0,what type of yoga do you teach ? hatha means force in sanskrit,sanskrit,In what language does hatha mean force?,sanskrit,"The word ""haṭha"" means ""force"" in Sanskrit, and may have this association because the early Indians believed that its practice was challenging and ""forced its results to happen"" on the yogi.",0
732,334,0.0,ketones are used to replace glucose in the brain,ketones,What is used to replace glucose in the brain?,ketone bodies,The ketone bodies pass into the brain and replace glucose as an energy source.,0
733,334,1.0,ketones are used to replace glucose in the brain,glucose,What do ketones replace in the brain?,glucose,The ketone bodies pass into the brain and replace glucose as an energy source.,0
734,334,1.0,ketones are used to replace glucose in the brain,the brain,Ketones replace glucose in what part of the body?,brain,The ketone bodies pass into the brain and replace glucose as an energy source.,0
735,335,0.0,that ' s true . countries like canada and the us have regulations governing safety requirements .,canada,What country has regulations governing safety requirements?,united states,Countries such as the United States and Canada have federal regulations governing the safety requirements and standards of manufacture.,0
736,335,0.0,that ' s true . countries like canada and the us have regulations governing safety requirements .,countries,Canada and the United States have regulations governing safety requirements?,[CLS],Countries such as the United States and Canada have federal regulations governing the safety requirements and standards of manufacture.,0
737,335,0.0,that ' s true . countries like canada and the us have regulations governing safety requirements .,the us,Canada and what other country have regulations governing safety requirements?,united states,Countries such as the United States and Canada have federal regulations governing the safety requirements and standards of manufacture.,0
738,335,0.6666666666666666,that ' s true . countries like canada and the us have regulations governing safety requirements .,regulations,What do countries like canada and the us have that govern safety requirements?,federal regulations,Countries such as the United States and Canada have federal regulations governing the safety requirements and standards of manufacture.,0
739,335,0.5,that ' s true . countries like canada and the us have regulations governing safety requirements .,safety requirements,What do countries like canada and the us have regulations governing?,the safety requirements and standards of manufacture,Countries such as the United States and Canada have federal regulations governing the safety requirements and standards of manufacture.,0
740,336,0.0,the name of the car was named after the small warship,the small warship,The name of the car was named after what?,a corvette,"Myron Scott is credited for naming the car after the type of small, maneuverable warship called a corvette.",0
741,337,1.0,music notation is used to visualize music played by instruments .,music notation,What is used to visualize music played by instruments?,music notation,"Music notation or musical notation is any system used to visually represent aurally perceived music played with instruments or sung by the human voice through the use of written, printed, or otherwise-produced symbols.",0
742,337,0.6666666666666666,music notation is used to visualize music played by instruments .,music,What type of notation is used to visualize music?,music notation,"Music notation or musical notation is any system used to visually represent aurally perceived music played with instruments or sung by the human voice through the use of written, printed, or otherwise-produced symbols.",0
743,337,1.0,music notation is used to visualize music played by instruments .,instruments,What is music played by?,instruments,"Music notation or musical notation is any system used to visually represent aurally perceived music played with instruments or sung by the human voice through the use of written, printed, or otherwise-produced symbols.",0
744,338,-1.0,"well unlike other drugs , it ' s legal , unregulated , and legal all over the world !",NO_Q,NO_Q,NO_Q,"Unlike many other psychoactive substances, it is legal and unregulated in nearly all parts of the world.",0
745,339,0.0,that is awesome . the music scene has been around for a long time . it has been known as the living music capital the world,the music scene,What has been around for a long time?,[CLS],"In the 20th century, Austin's music scene had earned the city the nickname ""Live Music Capital of the World.""",0
746,339,0.0,that is awesome . the music scene has been around for a long time . it has been known as the living music capital the world,a long time,How long has the music scene been around?,20th century,"In the 20th century, Austin's music scene had earned the city the nickname ""Live Music Capital of the World.""",0
747,339,1.0,that is awesome . the music scene has been around for a long time . it has been known as the living music capital the world,the world,It is known as the living music capital of what?,the world,"In the 20th century, Austin's music scene had earned the city the nickname ""Live Music Capital of the World.""",0
748,340,0.0,did you ever play the campaign where she gives backstory ?,the campaign,What did she give backstory to?,the player,"During gameplay, Cortana provides backstory and tactical information to the player, who assumes the role of Master Chief Petty Officer John-117.",1
749,340,0.0,did you ever play the campaign where she gives backstory ?,she,Who gave backstory to the campaign?,cortana,"During gameplay, Cortana provides backstory and tactical information to the player, who assumes the role of Master Chief Petty Officer John-117.",1
750,340,0.4,did you ever play the campaign where she gives backstory ?,backstory,What did she give in the campaign?,backstory and tactical information,"During gameplay, Cortana provides backstory and tactical information to the player, who assumes the role of Master Chief Petty Officer John-117.",1
751,341,1.0,the original screenwriter was sidney howard who wrote the screenplay,sidney howard,Who wrote the original screenplay?,sidney howard,The original screenplay was written by Sidney Howard and underwent many revisions by several writers in an attempt to get it down to a suitable length.,0
752,341,0.6666666666666666,the original screenwriter was sidney howard who wrote the screenplay,the screenplay,What did sidney howard write?,the original screenplay,The original screenplay was written by Sidney Howard and underwent many revisions by several writers in an attempt to get it down to a suitable length.,0
753,342,0.0,i didn ' t know that ! they can also see in very near darkness !,they,Who can also see in very near darkness?,,They can see in near darkness.,0
754,342,1.0,i didn ' t know that ! they can also see in very near darkness !,darkness,They can also see in very near what?,darkness,They can see in near darkness.,0
755,343,0.4,i didn ' t know that . the coca cola company makes concentrate and sells it to licensed bottlers,the coca cola company,What company makes concentrate?,coca-cola company,"The Coca-Cola Company produces concentrate, which is then sold to licensed Coca-Cola bottlers throughout the world.",0
756,343,0.5714285714285715,i didn ' t know that . the coca cola company makes concentrate and sells it to licensed bottlers,licensed bottlers,Who does the coca cola company sell concentrate to?,licensed coca-cola bottlers throughout the world,"The Coca-Cola Company produces concentrate, which is then sold to licensed Coca-Cola bottlers throughout the world.",0
757,344,0.5,"i don ' t know a lot about miami , but i know that it ' s the most populated urban area in florida .",miami,What is the most populated urban area in florida?,the miami metropolitan area,The Miami metropolitan area is Florida's most populous urban area.,0
758,344,1.0,"i don ' t know a lot about miami , but i know that it ' s the most populated urban area in florida .",florida,What state is miami in?,florida,The Miami metropolitan area is Florida's most populous urban area.,0
759,345,1.0,he was number 25 on the bbc poll in 2002,25,What was his number on the bbc poll in 2002?,25,"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.",0
760,345,1.0,he was number 25 on the bbc poll in 2002,bbc,What television station ranked him 25th in 2002?,bbc,"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.",0
761,345,1.0,he was number 25 on the bbc poll in 2002,2002,When was he number 25 on the bbc poll?,2002,"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.",0
762,345,0.0,he was number 25 on the bbc poll in 2002,he,Who was number 25 on the bbc poll in 2002?,hawking,"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.",0
763,345,0.0,he was number 25 on the bbc poll in 2002,the bbc poll,What poll did he appear on in 2002?,the 100 greatest britons,"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.",0
764,346,1.0,"that ' s awesome ! i ' ve always wanted a dog , but i ' m not sure i ' d ever get one . they were originally bred in germany , but they ' ve come a long way since then .",germany,Where were dogs originally bred?,germany,"The Boxer is a medium-sized, short-haired breed of dog, developed in Germany.",0
765,347,-1.0,i usually eat it every day . it is so sweet .,NO_Q,NO_Q,NO_Q,Cheesecake is a sweet dessert consisting of one or more layers.,0
766,348,0.0,well in the us and canada it is called pudding,us,In what country is pudding common?,united states,"In the United States and some parts of Canada, ""pudding"" characteristically denotes a sweet milk-based dessert similar in consistency to egg-based custards, instant custards or a mousse, often commercially set using cornstarch, gelatin or similar collagen agent such as the Jell‑O brand line of products.",0
767,348,1.0,well in the us and canada it is called pudding,canada,In the us and what other country is pudding called?,canada,"In the United States and some parts of Canada, ""pudding"" characteristically denotes a sweet milk-based dessert similar in consistency to egg-based custards, instant custards or a mousse, often commercially set using cornstarch, gelatin or similar collagen agent such as the Jell‑O brand line of products.",0
768,348,0.0,well in the us and canada it is called pudding,the us,In what country is pudding common?,united states,"In the United States and some parts of Canada, ""pudding"" characteristically denotes a sweet milk-based dessert similar in consistency to egg-based custards, instant custards or a mousse, often commercially set using cornstarch, gelatin or similar collagen agent such as the Jell‑O brand line of products.",0
769,348,1.0,well in the us and canada it is called pudding,pudding,What is it called in the us and canada?,"""pudding""","In the United States and some parts of Canada, ""pudding"" characteristically denotes a sweet milk-based dessert similar in consistency to egg-based custards, instant custards or a mousse, often commercially set using cornstarch, gelatin or similar collagen agent such as the Jell‑O brand line of products.",0
770,349,0.0,bob marley is one of my favorite jamaican singers .,jamaican,What type of singer is bob marley?,singer-songwriter,"Robert Nesta Marley, OM (6 February 1945 – 11 May 1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska and rocksteady in his compositions.",0
